Id,vin,Date,litres,Amount
FL00559,VIN182,2025-06-23,45.4,248.75
FL00560,VIN106,2025-06-04,220.7,354.26
FL00561,VIN182,2026-03-12,121.8,33.43
FL00562,VIN122,2025-05-29,226.3,57.76
FL00563,VIN196,2025-07-06,118.5,355.96
FL00564,VIN105,2026-04-21,233.9,169.39
FL00565,VIN137,2026-03-08,199.0,101.75
FL00566,VIN188,2026-04-23,74.9,54.28
FL00567,VIN161,2026-05-04,193.8,135.87
FL00568,VIN183,2025-06-25,133.7,119.10
FL00569,VIN174,2025-04-07,85.6,172.03
FL00570,VIN197,2025-10-28,170.7,36.05
FL00571,VIN173,2025-02-10,123.1,253.57
FL00572,VIN146,2026-03-22,86.5,289.00
FL00573,VIN146,2026-04-21,62.8,367.79
FL00574,VIN170,2026-03-21,158.6,243.22
FL00575,VIN146,2025-07-02,127.7,276.16
FL00576,VIN150,2026-05-22,183.5,81.76
FL00577,VIN128,2026-01-22,232.8,238.03
FL00578,VIN189,2025-10-07,175.7,191.33
FL00579,VIN137,2025-06-23,34.5,68.70
FL00580,VIN184,2025-04-25,60.5,76.65
FL00581,VIN188,2026-04-24,216.7,38.00
FL00582,VIN140,2025-06-16,134.1,97.74
FL00583,VIN168,2025-04-24,34.4,365.83
FL00584,VIN166,2025-02-10,215.4,344.90
FL00585,VIN140,2025-02-19,108.9,184.62
FL00586,VIN145,2025-09-12,178.9,180.82
FL00587,VIN103,2025-10-05,225.6,111.46
FL00588,VIN215,2025-04-13,182.8,343.40
FL00589,VIN204,2025-04-26,149.6,198.88
FL00590,VIN117,2026-05-12,150.5,258.57
FL00591,VIN206,2025-12-28,138.2,316.01
FL00592,VIN127,2025-05-19,209.7,222.81
FL00593,VIN168,2025-05-04,154.1,210.35
FL00594,VIN143,2025-06-14,175.4,376.95
FL00595,VIN126,2025-11-07,187.9,191.34
FL00596,VIN207,2025-03-22,84.1,365.09
FL00597,VIN176,2025-04-06,96.3,186.08
FL00598,VIN214,2025-05-29,222.2,77.32
FL00599,VIN117,2025-04-12,203.1,63.13
FL00600,VIN132,2025-12-09,109.9,146.82
FL00601,VIN141,2026-03-03,26.6,168.14
FL00602,VIN126,2026-03-23,124.9,61.76
FL00603,VIN156,2026-01-23,52.4,34.86
FL00604,VIN152,2025-04-23,120.1,181.54
FL00605,VIN178,2026-02-26,128.3,183.61
FL00606,VIN208,2025-11-23,145.9,330.94
FL00607,VIN105,2025-06-20,190.1,234.14
FL00608,VIN173,2025-04-10,167.3,76.99
FL00609,VIN108,2026-04-25,69.1,112.15
FL00610,VIN105,2026-03-05,41.1,253.21
FL00611,VIN127,2025-03-02,84.0,216.78
FL00612,VIN146,2026-05-11,172.3,129.67
FL00613,VIN114,2025-12-26,46.8,277.17
FL00614,VIN157,2025-04-29,219.8,120.73
FL00615,VIN135,2026-01-27,211.6,167.26
FL00616,VIN119,2026-02-09,99.7,373.58
FL00617,VIN134,2026-03-14,30.8,90.49
FL00618,VIN107,2025-07-15,23.4,61.62
FL00619,VIN196,2025-07-10,73.7,91.80
FL00620,VIN153,2025-04-16,20.7,299.27
FL00621,VIN193,2025-12-02,151.1,127.06
FL00622,VIN149,2025-02-21,56.2,327.50
FL00623,VIN125,2026-05-08,163.9,140.43
FL00624,VIN183,2025-07-13,158.4,297.98
FL00625,VIN131,2025-12-10,30.7,100.04
FL00626,VIN143,2025-05-08,155.9,139.53
FL00627,VIN127,2025-09-17,139.4,356.66
FL00628,VIN152,2025-06-19,170.4,46.25
FL00629,VIN118,2026-03-03,33.6,165.54
FL00630,VIN153,2025-07-05,166.0,211.71
FL00631,VIN173,2026-04-13,216.9,231.67
FL00632,VIN201,2025-12-23,153.0,127.48
FL00633,VIN184,2026-03-26,132.6,169.01
FL00634,VIN173,2025-11-20,31.1,270.43
FL00635,VIN158,2026-02-04,230.7,159.08
FL00636,VIN125,2025-07-31,189.2,189.28
FL00637,VIN219,2025-05-04,232.8,42.02
FL00638,VIN190,2025-07-13,236.1,364.51
FL00639,VIN204,2025-11-06,168.9,67.62
FL00640,VIN166,2026-02-16,122.0,33.35
FL00641,VIN103,2025-02-13,40.6,263.89
FL00642,VIN187,2025-09-29,31.3,108.83
FL00643,VIN120,2025-07-12,101.2,50.46
FL00644,VIN168,2025-07-12,228.4,269.31
FL00645,VIN166,2025-09-05,112.9,217.87
FL00646,VIN112,2025-06-10,132.0,182.32
FL00647,VIN153,2025-05-27,188.9,376.06
FL00648,VIN206,2025-08-30,103.0,30.35
FL00649,VIN162,2025-01-04,34.1,112.48
FL00650,VIN199,2026-05-30,238.3,242.47
FL00651,VIN174,2026-04-04,107.3,99.61
FL00652,VIN160,2025-08-31,192.7,155.84
FL00653,VIN122,2025-10-23,107.9,66.22
FL00654,VIN213,2025-03-13,148.1,345.69
FL00655,VIN148,2025-05-02,179.4,217.84
FL00656,VIN130,2025-10-13,156.3,78.90
FL00657,VIN108,2025-04-12,185.2,38.30
FL00658,VIN122,2025-07-31,149.2,68.10
FL00659,VIN106,2025-09-19,224.5,126.41
FL00660,VIN121,2026-04-08,161.8,368.08
FL00661,VIN192,2026-03-17,139.3,237.21
FL00662,VIN118,2025-06-18,72.3,245.12
FL00663,VIN164,2026-01-15,65.4,135.69
FL00664,VIN108,2025-08-17,124.0,304.07
FL00665,VIN190,2026-02-21,102.4,232.97
FL00666,VIN216,2025-01-30,140.3,92.87
FL00667,VIN178,2025-06-01,120.3,298.72
FL00668,VIN137,2025-09-21,188.9,213.81
FL00669,VIN194,2026-04-15,235.8,140.61
FL00670,VIN155,2025-02-21,47.8,308.45
FL00671,VIN153,2025-09-22,91.1,157.71
FL00672,VIN152,2025-10-31,178.0,262.87
FL00673,VIN117,2025-05-28,136.1,166.45
FL00674,VIN163,2025-03-07,169.2,241.66
FL00675,VIN102,2026-05-20,90.2,118.89
FL00676,VIN108,2026-05-30,216.3,331.86
FL00677,VIN200,2025-06-28,210.9,208.21
FL00678,VIN103,2025-06-16,177.4,159.12
FL00679,VIN176,2025-08-12,30.4,203.84
FL00680,VIN167,2025-08-01,211.9,58.06
FL00681,VIN186,2025-06-03,133.1,287.48
FL00682,VIN182,2025-08-10,47.4,358.97
FL00683,VIN127,2026-01-29,110.6,71.35
FL00684,VIN100,2025-02-01,120.4,85.43
FL00685,VIN119,2025-10-17,144.5,145.03
FL00686,VIN213,2025-08-09,105.8,37.55
FL00687,VIN210,2025-06-27,214.6,139.93
FL00688,VIN134,2025-06-04,144.8,349.59
FL00689,VIN138,2025-03-24,36.8,197.36
FL00690,VIN181,2025-05-06,214.7,97.16
FL00691,VIN155,2025-10-29,48.3,286.00
FL00692,VIN187,2025-07-15,138.1,154.06
FL00693,VIN106,2025-12-03,103.9,287.64
FL00694,VIN114,2026-05-18,233.8,339.50
FL00695,VIN123,2025-05-17,111.4,67.14
FL00696,VIN148,2025-10-03,36.1,181.96
FL00697,VIN156,2026-01-16,53.3,366.12
FL00698,VIN197,2025-05-18,165.6,163.14
FL00699,VIN203,2025-01-09,115.4,73.90
FL00700,VIN207,2025-12-02,190.5,177.03
FL00701,VIN101,2025-09-16,106.7,164.81
FL00702,VIN129,2025-07-12,218.7,65.87
FL00703,VIN147,2025-06-01,202.0,56.91
FL00704,VIN102,2025-01-17,179.7,156.48
FL00705,VIN145,2026-03-04,201.1,315.79
FL00706,VIN138,2025-11-10,155.7,220.10
FL00707,VIN195,2025-10-14,32.9,44.23
FL00708,VIN116,2025-12-29,42.9,290.20
FL00709,VIN181,2025-07-02,107.3,92.55
FL00710,VIN150,2025-11-18,154.0,86.02
FL00711,VIN214,2026-01-15,57.7,73.76
FL00712,VIN108,2025-08-28,145.9,84.67
FL00713,VIN103,2025-01-09,52.0,318.06
FL00714,VIN140,2025-05-25,194.9,267.97
FL00715,VIN148,2025-06-04,73.0,287.35
FL00716,VIN137,2025-01-06,140.8,112.70
FL00717,VIN122,2025-09-05,216.5,254.39
FL00718,VIN207,2025-10-19,98.3,85.31
FL00719,VIN142,2025-02-05,36.4,232.04
FL00720,VIN185,2026-02-17,136.9,60.05
FL00721,VIN174,2025-06-06,224.4,127.91
FL00722,VIN219,2026-03-15,167.4,258.16
FL00723,VIN140,2026-03-17,189.4,144.53
FL00724,VIN203,2026-05-22,76.9,264.53
FL00725,VIN204,2025-10-13,70.6,58.92
FL00726,VIN149,2025-07-12,170.9,249.93
FL00727,VIN205,2026-03-01,64.6,35.47
FL00728,VIN162,2025-12-06,147.9,270.08
FL00729,VIN203,2026-05-27,230.3,167.74
FL00730,VIN176,2026-02-08,186.7,309.67
FL00731,VIN100,2026-03-23,238.6,321.73
FL00732,VIN160,2026-05-22,226.6,127.05
FL00733,VIN179,2025-01-31,91.8,251.18
FL00734,VIN127,2026-03-06,183.6,353.40
FL00735,VIN107,2025-12-19,33.5,264.71
FL00736,VIN117,2025-07-23,173.4,60.09
FL00737,VIN212,2026-04-27,79.6,351.18
FL00738,VIN194,2025-02-23,116.5,134.99
FL00739,VIN151,2025-01-26,229.6,163.86
FL00740,VIN103,2025-08-28,108.2,36.00
FL00741,VIN151,2025-11-30,201.5,119.91
FL00742,VIN175,2025-05-18,22.8,374.04
FL00743,VIN191,2025-05-13,125.5,106.17
FL00744,VIN207,2025-09-18,155.9,179.57
FL00745,VIN107,2025-10-08,153.5,53.33
FL00746,VIN110,2026-03-30,47.9,267.30
FL00747,VIN128,2025-01-09,138.8,208.50
FL00748,VIN200,2026-05-04,108.7,268.03
FL00749,VIN216,2025-07-19,146.1,294.80
FL00750,VIN163,2025-06-24,59.7,230.80
FL00751,VIN182,2025-03-26,215.2,171.12
FL00752,VIN145,2025-03-17,219.1,164.06
FL00753,VIN133,2025-09-23,183.4,332.28
FL00754,VIN197,2026-05-08,67.5,187.76
FL00755,VIN111,2025-06-07,63.3,334.10
FL00756,VIN144,2025-08-24,100.0,118.19
FL00757,VIN106,2025-12-16,43.8,318.97
FL00758,VIN116,2026-02-05,211.1,301.62
FL00759,VIN112,2025-04-25,66.2,45.40
FL00760,VIN118,2025-10-04,148.4,257.37
FL00761,VIN212,2026-01-06,209.2,131.00
FL00762,VIN199,2025-03-28,156.0,282.76
FL00763,VIN189,2025-04-02,20.9,244.69
FL00764,VIN152,2025-03-10,203.6,53.72
FL00765,VIN164,2025-12-10,231.8,359.65
FL00766,VIN149,2025-03-18,140.9,122.84
FL00767,VIN136,2025-10-23,226.5,164.44
FL00768,VIN198,2026-05-12,199.2,280.35
FL00769,VIN198,2025-11-14,94.7,320.45
FL00770,VIN186,2025-10-22,89.9,221.03
FL00771,VIN101,2026-02-01,138.8,264.13
FL00772,VIN121,2025-05-18,78.4,50.29
FL00773,VIN129,2025-11-08,110.2,202.19
FL00774,VIN153,2025-05-08,126.6,95.27
FL00775,VIN192,2025-05-26,233.7,255.74
FL00776,VIN211,2026-01-02,119.9,133.31
FL00777,VIN134,2026-03-18,238.8,102.37
FL00778,VIN198,2025-06-02,226.8,120.06
FL00779,VIN175,2025-02-07,214.8,277.35
FL00780,VIN107,2025-10-22,181.9,217.14
FL00781,VIN114,2025-06-08,239.6,186.11
FL00782,VIN196,2025-03-05,220.3,117.85
FL00783,VIN192,2025-07-08,24.9,290.51
FL00784,VIN186,2025-05-21,127.0,115.05
FL00785,VIN168,2025-03-14,65.3,203.14
FL00786,VIN137,2025-11-07,57.2,361.54
FL00787,VIN117,2025-08-13,32.9,319.69
FL00788,VIN114,2025-08-22,20.1,214.21
FL00789,VIN134,2025-12-22,218.5,178.82
FL00790,VIN113,2025-01-15,199.8,304.35
FL00791,VIN190,2025-04-04,173.4,287.76
FL00792,VIN178,2026-03-08,94.7,257.75
FL00793,VIN192,2025-03-27,137.3,300.21
FL00794,VIN189,2025-08-22,152.8,263.89
FL00795,VIN183,2025-07-14,85.6,221.15
FL00796,VIN116,2025-03-10,38.1,306.30
FL00797,VIN205,2026-01-09,122.4,221.64
FL00798,VIN123,2025-03-29,73.5,365.79
FL00799,VIN167,2026-01-26,192.4,140.95
FL00800,VIN166,2026-01-31,133.5,354.06
FL00801,VIN117,2026-05-28,170.8,98.01
FL00802,VIN133,2026-05-03,47.6,290.06
FL00803,VIN166,2026-03-28,28.4,116.65
FL00804,VIN179,2026-02-21,210.0,90.94
FL00805,VIN197,2026-01-19,99.8,45.99
FL00806,VIN208,2025-09-22,56.0,269.53
FL00807,VIN178,2025-11-25,129.2,249.96
FL00808,VIN207,2025-02-15,226.9,77.01
FL00809,VIN204,2026-05-09,49.5,327.72
FL00810,VIN172,2026-02-17,63.9,295.00
FL00811,VIN107,2025-09-29,209.7,194.39
FL00812,VIN127,2025-02-10,227.3,96.24
FL00813,VIN105,2026-01-21,232.3,180.55
FL00814,VIN169,2026-04-03,165.3,180.71
FL00815,VIN195,2025-04-03,125.9,73.49
FL00816,VIN143,2025-12-26,169.9,279.98
FL00817,VIN188,2025-12-13,170.6,192.75
FL00818,VIN189,2025-08-25,160.0,69.84
FL00819,VIN169,2025-09-08,234.2,108.91
FL00820,VIN134,2025-05-05,220.2,356.05
FL00821,VIN109,2025-09-04,126.0,187.11
FL00822,VIN155,2025-09-03,196.5,337.79
FL00823,VIN127,2025-10-01,130.7,190.60
FL00824,VIN117,2025-10-11,84.0,248.72
FL00825,VIN173,2025-03-01,105.9,166.28
FL00826,VIN182,2025-07-12,220.5,287.93
FL00827,VIN121,2026-02-07,175.3,355.06
FL00828,VIN102,2025-09-29,106.7,274.31
FL00829,VIN206,2026-03-13,146.6,135.19
FL00830,VIN112,2025-05-13,224.9,248.25
FL00831,VIN166,2025-10-29,140.1,285.70
FL00832,VIN122,2025-07-16,103.1,155.15
FL00833,VIN177,2025-03-30,166.0,94.09
FL00834,VIN219,2025-01-30,33.2,106.22
FL00835,VIN198,2025-05-31,68.4,119.69
FL00836,VIN123,2025-07-17,117.6,109.38
FL00837,VIN133,2025-01-06,65.5,70.46
FL00838,VIN112,2025-05-05,220.8,187.73
FL00839,VIN214,2025-04-26,226.6,116.98
FL00840,VIN197,2025-08-12,123.3,333.82
FL00841,VIN119,2026-03-21,145.6,335.33
FL00842,VIN206,2026-02-08,191.1,275.29
FL00843,VIN173,2026-04-21,64.2,272.33
FL00844,VIN198,2025-12-21,86.2,100.26
FL00845,VIN167,2025-03-04,129.1,364.06
FL00846,VIN191,2025-06-24,209.0,47.83
FL00847,VIN205,2025-04-28,88.6,119.67
FL00848,VIN212,2026-03-11,143.3,49.26
FL00849,VIN199,2025-01-21,119.9,183.43
FL00850,VIN172,2025-02-23,43.1,215.19
FL00851,VIN145,2026-01-21,67.6,157.65
FL00852,VIN113,2025-10-28,107.4,119.00
FL00853,VIN196,2026-05-08,64.9,132.55
FL00854,VIN157,2025-05-20,214.6,56.06
FL00855,VIN193,2025-10-08,196.1,266.40
FL00856,VIN154,2025-10-12,99.3,117.84
FL00857,VIN105,2025-10-27,231.2,349.44
FL00858,VIN104,2025-07-03,47.2,334.49
FL00859,VIN193,2025-11-26,126.4,132.67
FL00860,VIN181,2025-10-17,78.8,302.21
FL00861,VIN120,2026-02-16,57.3,180.91
FL00862,VIN204,2025-04-27,177.6,50.72
FL00863,VIN143,2025-10-29,174.0,98.87
FL00864,VIN189,2025-12-23,45.1,168.59
FL00865,VIN116,2026-02-16,210.9,324.43
FL00866,VIN126,2026-05-05,234.8,330.91
FL00867,VIN130,2025-07-24,22.0,143.46
FL00868,VIN187,2025-05-28,201.7,263.48
FL00869,VIN159,2026-04-17,159.0,62.51
FL00870,VIN112,2025-05-15,97.2,230.19
FL00871,VIN210,2026-04-13,196.1,81.33
FL00872,VIN146,2026-04-26,199.0,94.11
FL00873,VIN145,2025-01-07,159.5,246.87
FL00874,VIN114,2025-02-01,233.9,103.06
FL00875,VIN215,2025-09-21,148.4,340.64
FL00876,VIN172,2025-02-10,129.0,153.01
FL00877,VIN132,2025-09-18,174.0,162.57
FL00878,VIN170,2025-02-14,94.1,314.73
FL00879,VIN194,2025-11-05,195.3,201.63
FL00880,VIN175,2026-03-05,60.6,131.12
FL00881,VIN139,2025-12-27,225.8,138.43
FL00882,VIN113,2025-08-30,166.0,229.60
FL00883,VIN216,2025-09-27,196.0,291.94
FL00884,VIN191,2025-04-20,52.4,254.63
FL00885,VIN194,2025-01-22,197.5,138.10
FL00886,VIN158,2026-02-23,63.5,42.49
FL00887,VIN198,2025-02-18,128.3,317.40
FL00888,VIN108,2025-09-06,25.1,40.33
FL00889,VIN169,2025-04-06,225.3,244.51
FL00890,VIN193,2026-05-31,108.5,183.47
FL00891,VIN113,2026-04-08,106.5,139.71
FL00892,VIN168,2025-10-08,160.2,102.91
FL00893,VIN133,2026-02-10,236.8,365.11
FL00894,VIN136,2025-03-25,41.2,283.30
FL00895,VIN216,2026-05-16,199.4,182.45
FL00896,VIN177,2025-11-25,98.7,308.70
FL00897,VIN183,2025-06-08,182.7,336.87
FL00898,VIN123,2025-08-19,224.3,360.54
FL00899,VIN202,2025-10-29,25.2,180.18
FL00900,VIN189,2025-10-23,145.0,326.81
