Id,emp_id,Date,shift_id,hours
TS00608,E637,2025-02-16,SH4,10.6
TS00609,E544,2025-05-15,SH4,9.7
TS00610,E582,2025-07-22,SH4,11.0
TS00611,E503,2025-03-25,SH1,6.8
TS00612,E605,2025-01-18,SH2,10.5
TS00613,E509,2025-05-17,SH3,8.4
TS00614,E554,2026-05-30,SH1,9.1
TS00615,E595,2025-06-29,SH3,7.4
TS00616,E578,2026-01-16,SH3,8.6
TS00617,E563,2026-03-25,SH3,9.7
TS00618,E621,2025-07-01,SH3,4.7
TS00619,E513,2025-04-10,SH2,10.9
TS00620,E547,2025-08-26,SH2,6.9
TS00621,E594,2025-10-20,SH3,9.9
TS00622,E535,2025-04-03,SH2,11.8
TS00623,E544,2025-02-11,SH4,7.3
TS00624,E502,2026-01-03,SH4,4.9
TS00625,E501,2026-02-04,SH4,11.8
TS00626,E573,2025-08-25,SH3,6.8
TS00627,E578,2025-08-25,SH2,6.5
TS00628,E582,2026-04-16,SH2,11.8
TS00629,E565,2025-12-26,SH3,8.7
TS00630,E520,2026-03-19,SH1,10.5
TS00631,E570,2025-10-08,SH2,4.1
TS00632,E545,2025-03-26,SH4,8.3
TS00633,E629,2025-08-06,SH3,6.8
TS00634,E536,2026-03-16,SH4,7.4
TS00635,E512,2025-10-19,SH1,11.9
TS00636,E635,2025-09-27,SH1,7.7
TS00637,E617,2025-12-27,SH4,5.4
TS00638,E636,2026-04-20,SH1,12.0
TS00639,E563,2026-04-08,SH2,6.8
TS00640,E537,2025-06-25,SH2,11.2
TS00641,E576,2025-05-26,SH2,7.1
TS00642,E529,2025-08-04,SH1,4.3
TS00643,E623,2026-01-16,SH4,5.6
TS00644,E570,2026-01-17,SH3,11.6
TS00645,E584,2026-05-31,SH3,4.1
TS00646,E599,2025-01-09,SH2,8.9
TS00647,E621,2026-02-24,SH2,9.0
TS00648,E601,2026-02-12,SH4,7.9
TS00649,E514,2025-08-28,SH3,5.0
TS00650,E628,2025-04-29,SH4,9.2
TS00651,E608,2026-01-07,SH3,5.8
TS00652,E624,2025-07-26,SH2,6.0
TS00653,E530,2026-05-19,SH2,6.4
TS00654,E620,2026-01-03,SH4,5.5
TS00655,E580,2026-03-04,SH2,5.7
TS00656,E593,2025-05-01,SH3,6.6
TS00657,E576,2025-06-20,SH4,11.2
TS00658,E528,2025-06-04,SH2,11.9
TS00659,E546,2026-04-20,SH3,9.7
TS00660,E542,2026-02-16,SH1,7.3
TS00661,E595,2026-02-10,SH4,4.8
TS00662,E595,2025-07-28,SH1,9.2
TS00663,E577,2026-03-21,SH3,9.5
TS00664,E610,2025-03-02,SH1,9.7
TS00665,E504,2026-03-07,SH4,4.4
TS00666,E532,2025-01-07,SH2,5.7
TS00667,E529,2025-08-18,SH4,11.3
TS00668,E556,2026-01-28,SH3,9.8
TS00669,E619,2025-04-07,SH1,10.2
TS00670,E565,2025-01-03,SH1,9.8
TS00671,E574,2026-02-15,SH1,5.3
TS00672,E571,2026-02-24,SH4,5.1
TS00673,E553,2025-06-02,SH3,5.7
TS00674,E580,2025-09-13,SH3,9.4
TS00675,E619,2025-09-20,SH4,9.6
TS00676,E573,2025-02-28,SH3,8.7
TS00677,E591,2025-07-09,SH1,6.7
TS00678,E550,2025-11-01,SH1,10.5
TS00679,E578,2025-02-11,SH1,7.1
TS00680,E595,2026-03-27,SH2,5.5
TS00681,E551,2026-04-19,SH1,5.7
TS00682,E512,2025-06-07,SH3,8.5
TS00683,E592,2025-01-14,SH1,6.2
TS00684,E535,2025-04-03,SH4,10.5
TS00685,E524,2025-04-25,SH3,9.2
TS00686,E606,2025-02-12,SH1,5.4
TS00687,E539,2025-12-04,SH2,5.2
TS00688,E577,2025-01-31,SH3,6.4
TS00689,E504,2026-01-31,SH3,9.0
TS00690,E525,2026-01-08,SH2,11.7
TS00691,E611,2025-12-31,SH1,6.7
TS00692,E556,2026-01-31,SH1,8.8
TS00693,E583,2026-03-12,SH4,10.1
TS00694,E594,2025-01-17,SH3,11.1
TS00695,E567,2025-11-26,SH1,10.4
TS00696,E550,2025-12-06,SH3,11.3
TS00697,E602,2025-09-17,SH4,7.1
TS00698,E503,2025-07-14,SH3,9.6
TS00699,E582,2025-10-14,SH2,5.7
TS00700,E511,2025-05-03,SH2,10.8
TS00701,E564,2025-11-07,SH4,6.8
TS00702,E553,2025-08-01,SH2,8.0
TS00703,E588,2025-05-12,SH2,6.5
TS00704,E578,2025-03-13,SH2,9.0
TS00705,E544,2025-06-12,SH4,6.0
TS00706,E594,2025-02-08,SH2,10.0
TS00707,E627,2026-01-25,SH3,8.7
TS00708,E553,2025-01-29,SH4,9.1
TS00709,E562,2026-02-04,SH2,4.6
TS00710,E610,2026-01-12,SH2,6.7
TS00711,E622,2025-06-07,SH1,8.4
TS00712,E621,2025-09-13,SH1,10.4
TS00713,E619,2025-09-07,SH4,4.9
TS00714,E508,2025-10-18,SH1,11.9
TS00715,E584,2025-04-14,SH2,11.4
TS00716,E568,2025-05-17,SH1,10.4
TS00717,E638,2025-11-01,SH1,4.0
TS00718,E604,2026-05-31,SH2,4.2
TS00719,E547,2025-03-19,SH4,6.6
TS00720,E584,2025-08-24,SH4,4.5
TS00721,E528,2026-01-30,SH4,5.7
TS00722,E597,2026-05-11,SH2,10.1
TS00723,E634,2025-09-18,SH4,5.1
TS00724,E617,2025-08-17,SH1,11.8
TS00725,E604,2025-09-04,SH2,11.9
TS00726,E561,2026-03-06,SH1,7.2
TS00727,E602,2025-02-26,SH3,11.2
TS00728,E588,2025-07-27,SH3,7.4
TS00729,E584,2026-01-29,SH4,4.8
TS00730,E575,2025-08-20,SH4,11.3
TS00731,E512,2025-02-27,SH4,10.6
TS00732,E634,2025-08-05,SH1,8.5
TS00733,E632,2025-06-21,SH1,8.7
TS00734,E512,2026-05-11,SH1,9.9
TS00735,E567,2025-03-26,SH2,7.7
TS00736,E604,2025-09-15,SH3,9.9
TS00737,E565,2025-01-19,SH4,10.5
TS00738,E513,2025-08-16,SH1,10.6
TS00739,E550,2025-01-14,SH2,6.7
TS00740,E524,2025-12-24,SH4,9.7
TS00741,E602,2025-04-25,SH1,8.8
TS00742,E540,2026-01-04,SH2,8.0
TS00743,E550,2026-03-21,SH1,11.6
TS00744,E584,2025-04-11,SH3,7.1
TS00745,E568,2025-06-30,SH1,9.6
TS00746,E570,2026-05-10,SH2,5.5
TS00747,E548,2026-04-27,SH2,10.7
TS00748,E503,2026-02-26,SH4,11.5
TS00749,E546,2026-01-10,SH4,7.9
TS00750,E520,2025-01-30,SH4,11.2
TS00751,E634,2025-11-12,SH3,8.5
TS00752,E533,2025-02-27,SH3,7.9
TS00753,E552,2026-05-27,SH1,7.5
TS00754,E623,2025-06-19,SH1,10.4
TS00755,E617,2026-05-16,SH2,4.1
TS00756,E611,2025-05-14,SH4,7.6
TS00757,E612,2025-02-16,SH3,11.3
TS00758,E582,2025-03-29,SH4,10.7
TS00759,E508,2025-04-16,SH2,5.5
TS00760,E623,2026-03-02,SH1,10.9
TS00761,E568,2026-01-31,SH4,10.2
TS00762,E563,2026-03-12,SH1,8.3
TS00763,E543,2025-07-03,SH3,8.7
TS00764,E534,2025-12-13,SH4,8.7
TS00765,E609,2025-02-17,SH3,5.5
TS00766,E582,2026-05-09,SH1,7.9
TS00767,E555,2025-09-01,SH3,5.6
TS00768,E594,2026-02-27,SH2,10.7
TS00769,E611,2026-05-21,SH1,6.7
TS00770,E595,2025-03-05,SH4,9.7
TS00771,E529,2025-04-29,SH1,8.6
TS00772,E536,2026-04-13,SH3,7.6
TS00773,E544,2025-06-07,SH2,7.6
TS00774,E620,2026-05-30,SH4,11.5
TS00775,E572,2025-09-11,SH4,11.8
TS00776,E517,2025-08-17,SH2,10.7
TS00777,E558,2025-08-15,SH2,8.9
TS00778,E502,2025-07-15,SH2,8.3
TS00779,E523,2026-05-02,SH4,8.4
TS00780,E633,2026-05-03,SH2,8.6
TS00781,E565,2026-02-01,SH1,7.2
TS00782,E538,2025-07-15,SH1,5.2
TS00783,E589,2025-01-25,SH3,8.8
TS00784,E547,2025-01-09,SH2,5.5
TS00785,E549,2025-10-26,SH1,6.6
TS00786,E632,2025-12-29,SH2,5.7
TS00787,E608,2025-01-01,SH4,11.5
TS00788,E571,2025-11-01,SH2,6.5
TS00789,E573,2025-03-19,SH3,9.8
TS00790,E507,2025-11-27,SH1,11.0
TS00791,E510,2025-11-30,SH2,7.0
TS00792,E580,2025-06-11,SH4,7.0
TS00793,E530,2026-02-08,SH3,6.1
TS00794,E553,2025-09-13,SH3,5.7
TS00795,E556,2025-06-16,SH1,7.2
TS00796,E563,2025-09-01,SH3,10.2
TS00797,E635,2025-03-24,SH4,6.1
TS00798,E519,2026-03-31,SH3,6.9
TS00799,E627,2025-09-11,SH3,11.4
TS00800,E510,2025-12-28,SH2,4.7
TS00801,E546,2025-12-04,SH4,9.1
TS00802,E539,2025-11-13,SH1,7.3
TS00803,E557,2026-05-06,SH2,10.5
TS00804,E608,2025-03-17,SH2,8.1
TS00805,E557,2025-07-06,SH4,7.3
TS00806,E506,2026-05-02,SH3,9.6
TS00807,E570,2025-10-08,SH3,8.8
TS00808,E574,2026-04-13,SH1,4.6
TS00809,E544,2026-02-27,SH2,11.6
TS00810,E611,2025-06-01,SH4,5.3
TS00811,E623,2025-08-26,SH1,6.7
TS00812,E598,2026-03-22,SH4,6.8
TS00813,E534,2025-03-14,SH2,4.5
TS00814,E553,2025-05-08,SH4,6.0
TS00815,E558,2026-02-21,SH1,9.8
TS00816,E523,2025-05-15,SH3,7.5
TS00817,E531,2025-06-18,SH1,8.8
TS00818,E606,2025-05-13,SH3,6.6
TS00819,E592,2025-05-03,SH3,10.0
TS00820,E600,2025-10-07,SH1,6.5
TS00821,E568,2025-08-22,SH3,8.3
TS00822,E501,2025-04-08,SH2,8.1
TS00823,E589,2025-04-28,SH3,7.3
TS00824,E556,2025-01-25,SH1,9.7
TS00825,E543,2025-09-21,SH3,9.5
TS00826,E550,2026-02-28,SH1,8.6
TS00827,E574,2025-07-04,SH3,7.4
TS00828,E599,2025-01-19,SH2,6.3
TS00829,E571,2025-03-02,SH4,11.2
TS00830,E550,2025-03-21,SH1,4.2
TS00831,E586,2025-06-18,SH2,9.3
TS00832,E529,2025-10-18,SH2,8.6
TS00833,E506,2025-06-11,SH2,10.6
TS00834,E624,2025-02-06,SH1,10.6
TS00835,E510,2025-09-16,SH2,10.8
TS00836,E563,2026-05-03,SH1,5.8
TS00837,E613,2025-07-18,SH2,10.3
TS00838,E533,2025-01-11,SH1,6.1
TS00839,E569,2025-06-29,SH1,10.3
TS00840,E546,2025-05-20,SH3,5.9
TS00841,E571,2025-10-07,SH2,5.3
TS00842,E532,2025-11-25,SH1,5.6
TS00843,E511,2025-11-13,SH2,9.9
TS00844,E552,2025-06-29,SH2,8.4
TS00845,E636,2026-02-28,SH2,7.3
TS00846,E632,2026-01-20,SH2,4.0
TS00847,E585,2025-01-09,SH3,6.2
TS00848,E543,2025-05-03,SH2,6.1
TS00849,E621,2025-08-25,SH3,11.1
TS00850,E547,2026-02-03,SH3,8.4
TS00851,E565,2025-09-12,SH2,5.8
TS00852,E637,2026-03-06,SH1,9.9
TS00853,E604,2025-06-06,SH2,11.1
TS00854,E537,2025-04-24,SH3,8.4
TS00855,E608,2026-03-29,SH4,4.8
TS00856,E571,2026-01-31,SH1,5.6
TS00857,E559,2025-02-19,SH2,5.1
TS00858,E587,2026-04-15,SH4,10.3
TS00859,E535,2026-04-27,SH1,6.1
TS00860,E551,2025-08-01,SH4,5.3
TS00861,E605,2025-12-17,SH2,11.4
TS00862,E585,2026-02-19,SH3,8.8
TS00863,E590,2025-11-14,SH1,6.3
TS00864,E606,2025-07-17,SH3,11.6
TS00865,E552,2026-01-04,SH3,4.6
TS00866,E598,2026-01-08,SH2,11.6
TS00867,E581,2025-01-13,SH4,7.1
TS00868,E554,2025-03-22,SH4,7.7
TS00869,E633,2025-09-26,SH3,8.8
TS00870,E551,2026-03-30,SH4,11.3
TS00871,E576,2025-02-23,SH1,8.4
TS00872,E528,2025-11-12,SH2,4.4
TS00873,E528,2025-12-11,SH4,7.0
TS00874,E544,2026-03-07,SH1,7.9
TS00875,E605,2025-01-25,SH3,6.7
TS00876,E596,2025-05-02,SH2,5.7
TS00877,E618,2025-09-22,SH4,7.3
TS00878,E547,2025-02-20,SH1,9.9
TS00879,E513,2026-04-12,SH3,7.7
TS00880,E582,2025-05-26,SH1,5.5
TS00881,E556,2025-09-12,SH4,6.8
TS00882,E571,2025-04-07,SH4,8.6
TS00883,E635,2025-03-22,SH2,10.8
TS00884,E557,2026-02-17,SH4,10.9
TS00885,E630,2025-06-20,SH3,9.5
TS00886,E605,2025-03-19,SH4,10.3
TS00887,E613,2025-07-13,SH2,5.2
TS00888,E517,2025-06-08,SH4,7.6
TS00889,E620,2025-09-26,SH4,6.5
TS00890,E507,2025-10-01,SH3,5.7
TS00891,E622,2025-11-16,SH2,8.0
TS00892,E518,2025-01-11,SH2,4.3
TS00893,E610,2025-02-03,SH1,10.3
TS00894,E532,2025-08-19,SH3,5.1
TS00895,E633,2026-04-22,SH1,6.8
TS00896,E544,2025-02-25,SH1,12.0
TS00897,E556,2026-02-24,SH1,7.4
TS00898,E614,2026-01-03,SH3,5.1
TS00899,E618,2025-11-21,SH2,5.0
TS00900,E566,2026-05-17,SH4,5.6
TS00901,E606,2026-03-01,SH2,6.4
TS00902,E593,2026-04-16,SH2,6.8
TS00903,E554,2025-03-31,SH3,6.1
TS00904,E514,2025-10-04,SH2,5.1
TS00905,E503,2025-02-02,SH2,4.9
TS00906,E517,2025-04-22,SH4,8.6
TS00907,E533,2025-01-26,SH2,9.1
TS00908,E603,2025-06-27,SH2,11.8
TS00909,E554,2025-05-02,SH2,7.2
TS00910,E545,2026-01-31,SH2,7.5
TS00911,E536,2026-04-26,SH3,4.1
TS00912,E559,2025-02-24,SH4,9.0
TS00913,E515,2026-05-20,SH3,4.2
TS00914,E619,2026-04-21,SH2,6.5
TS00915,E563,2025-09-20,SH1,11.8
TS00916,E632,2026-02-14,SH1,4.5
TS00917,E523,2025-04-20,SH2,9.4
TS00918,E515,2026-02-02,SH2,4.9
TS00919,E630,2025-06-20,SH1,5.5
TS00920,E595,2026-02-18,SH4,8.1
TS00921,E569,2025-03-15,SH1,4.6
TS00922,E583,2026-05-11,SH2,10.7
TS00923,E515,2026-03-12,SH2,8.9
TS00924,E508,2025-12-19,SH2,7.3
TS00925,E575,2025-09-06,SH1,6.3
TS00926,E588,2025-07-10,SH4,6.2
TS00927,E608,2025-09-23,SH3,11.2
TS00928,E606,2026-02-15,SH4,8.8
TS00929,E551,2026-05-12,SH2,7.8
TS00930,E508,2025-03-31,SH2,8.7
TS00931,E629,2025-07-03,SH2,10.8
TS00932,E628,2025-02-12,SH2,10.9
TS00933,E547,2025-12-15,SH4,4.5
TS00934,E618,2025-04-29,SH3,4.4
TS00935,E511,2026-01-28,SH3,11.6
TS00936,E536,2026-02-10,SH3,5.5
TS00937,E544,2026-01-03,SH3,8.6
TS00938,E538,2025-03-27,SH3,8.8
TS00939,E618,2025-01-29,SH3,5.9
TS00940,E568,2025-04-11,SH2,8.2
TS00941,E555,2025-01-04,SH2,9.8
TS00942,E579,2025-04-08,SH1,11.5
TS00943,E607,2026-03-27,SH3,9.1
TS00944,E512,2026-04-12,SH2,4.6
TS00945,E599,2025-03-05,SH1,10.0
TS00946,E622,2025-09-13,SH2,10.4
TS00947,E619,2026-05-15,SH1,8.7
TS00948,E593,2025-04-25,SH3,6.5
TS00949,E619,2025-03-12,SH4,5.5
TS00950,E552,2025-07-01,SH3,10.9
TS00951,E577,2025-08-25,SH3,11.0
TS00952,E573,2025-06-02,SH1,9.9
TS00953,E604,2025-11-14,SH1,11.2
TS00954,E609,2026-04-03,SH3,10.6
TS00955,E568,2026-02-27,SH3,6.8
TS00956,E608,2026-03-30,SH4,8.8
TS00957,E545,2026-01-22,SH1,6.0
TS00958,E517,2025-09-01,SH3,10.5
TS00959,E563,2025-04-24,SH1,11.4
TS00960,E588,2025-08-05,SH1,5.5
TS00961,E576,2025-08-18,SH1,8.5
TS00962,E531,2025-05-29,SH1,9.7
TS00963,E603,2025-04-25,SH1,9.8
TS00964,E512,2025-02-14,SH4,7.9
TS00965,E583,2025-12-24,SH3,7.7
TS00966,E612,2025-02-02,SH1,5.1
TS00967,E522,2025-06-29,SH2,10.5
TS00968,E599,2026-05-22,SH3,8.8
TS00969,E542,2026-01-07,SH2,10.6
TS00970,E591,2025-08-25,SH2,10.4
TS00971,E639,2026-04-28,SH4,7.0
TS00972,E621,2025-02-10,SH3,8.2
TS00973,E522,2025-08-07,SH4,9.4
TS00974,E510,2025-05-18,SH4,11.0
TS00975,E572,2026-03-30,SH1,9.0
TS00976,E543,2025-11-04,SH4,9.9
TS00977,E526,2025-01-23,SH3,4.0
TS00978,E560,2025-06-16,SH1,4.1
TS00979,E618,2025-02-02,SH1,4.4
TS00980,E623,2026-02-10,SH1,8.8
TS00981,E511,2025-05-09,SH2,10.0
TS00982,E549,2025-08-16,SH2,10.5
TS00983,E621,2025-03-21,SH2,11.0
TS00984,E576,2026-04-14,SH2,10.8
TS00985,E536,2026-03-14,SH1,11.1
TS00986,E639,2025-08-21,SH2,5.3
TS00987,E626,2026-02-23,SH3,9.8
TS00988,E635,2025-10-26,SH1,7.7
TS00989,E606,2026-03-03,SH1,8.8
TS00990,E586,2025-06-15,SH1,5.8
TS00991,E639,2026-04-17,SH1,8.7
TS00992,E509,2025-05-31,SH3,10.5
TS00993,E516,2025-11-11,SH1,6.4
TS00994,E585,2026-01-15,SH3,9.9
TS00995,E578,2025-02-10,SH4,5.1
TS00996,E602,2025-12-09,SH4,10.2
TS00997,E634,2025-02-19,SH3,6.9
TS00998,E626,2026-04-29,SH4,5.4
TS00999,E602,2025-06-21,SH4,6.5
TS01000,E520,2025-03-15,SH2,9.6
TS01001,E549,2025-02-21,SH3,6.0
TS01002,E594,2026-02-14,SH2,8.3
TS01003,E637,2026-02-08,SH4,8.3
TS01004,E602,2025-10-07,SH4,11.7
TS01005,E549,2025-03-08,SH1,11.5
TS01006,E501,2025-07-02,SH3,9.8
TS01007,E638,2025-11-17,SH3,7.1
TS01008,E557,2025-08-26,SH3,11.2
TS01009,E639,2025-12-31,SH4,10.1
TS01010,E588,2025-09-22,SH3,10.4
TS01011,E542,2025-06-30,SH2,11.8
TS01012,E504,2026-05-12,SH2,7.7
TS01013,E533,2025-05-17,SH3,7.5
TS01014,E569,2025-05-31,SH4,9.7
TS01015,E553,2025-08-02,SH3,10.1
TS01016,E546,2025-09-20,SH2,5.4
TS01017,E635,2025-10-30,SH3,9.5
TS01018,E561,2025-05-10,SH4,8.8
TS01019,E549,2025-10-31,SH2,6.4
TS01020,E523,2025-07-26,SH1,5.1
TS01021,E609,2025-02-20,SH2,9.3
TS01022,E515,2025-07-25,SH3,10.4
TS01023,E560,2025-10-19,SH1,5.5
TS01024,E518,2025-07-24,SH1,7.6
TS01025,E580,2026-01-20,SH4,5.3
TS01026,E505,2026-01-14,SH4,10.5
TS01027,E510,2026-01-20,SH1,9.9
TS01028,E576,2025-03-02,SH3,7.5
TS01029,E507,2025-10-12,SH4,9.3
TS01030,E551,2025-10-16,SH2,10.1
TS01031,E638,2025-04-29,SH3,11.6
TS01032,E523,2025-12-02,SH4,5.5
TS01033,E524,2026-03-30,SH4,7.7
TS01034,E520,2025-11-22,SH3,8.6
TS01035,E513,2025-04-19,SH1,7.4
TS01036,E513,2025-02-23,SH4,10.8
TS01037,E511,2025-10-08,SH4,9.9
TS01038,E511,2025-07-18,SH2,4.4
TS01039,E515,2026-04-24,SH4,11.4
TS01040,E623,2025-08-22,SH3,7.8
TS01041,E504,2025-02-18,SH2,4.5
TS01042,E548,2026-03-27,SH1,11.9
TS01043,E601,2025-11-26,SH2,5.1
TS01044,E533,2026-05-21,SH4,8.7
TS01045,E533,2025-01-21,SH1,5.5
TS01046,E571,2025-09-10,SH1,7.9
TS01047,E639,2025-01-22,SH2,10.2
TS01048,E622,2026-01-04,SH4,8.4
TS01049,E623,2025-08-27,SH3,6.1
TS01050,E621,2026-01-13,SH1,4.4
TS01051,E537,2026-02-19,SH3,9.0
TS01052,E624,2025-06-11,SH4,4.8
TS01053,E560,2025-10-15,SH1,10.4
TS01054,E609,2025-07-02,SH3,7.4
TS01055,E533,2026-05-01,SH2,5.3
TS01056,E513,2026-05-21,SH2,8.0
TS01057,E580,2025-04-10,SH2,5.6
TS01058,E541,2025-11-28,SH1,11.2
TS01059,E562,2026-05-05,SH4,4.0
TS01060,E606,2025-05-13,SH4,4.5
TS01061,E563,2025-02-15,SH1,5.3
TS01062,E529,2026-05-08,SH1,11.3
TS01063,E590,2025-12-11,SH4,11.6
TS01064,E564,2025-10-30,SH4,7.6
TS01065,E604,2025-09-19,SH4,4.3
TS01066,E535,2025-08-27,SH3,4.8
TS01067,E565,2025-01-21,SH3,4.9
TS01068,E639,2025-01-09,SH2,11.6
TS01069,E588,2026-01-22,SH1,11.6
TS01070,E631,2026-01-28,SH1,8.4
TS01071,E531,2025-05-10,SH1,9.2
TS01072,E632,2025-09-26,SH1,4.1
TS01073,E559,2026-05-10,SH4,6.0
TS01074,E593,2025-01-07,SH4,11.9
TS01075,E546,2026-01-29,SH3,5.6
TS01076,E508,2025-08-18,SH2,9.1
TS01077,E521,2025-11-06,SH3,6.2
TS01078,E506,2025-05-29,SH4,11.0
TS01079,E582,2025-09-04,SH2,5.1
TS01080,E511,2025-07-23,SH3,8.3
TS01081,E630,2025-08-19,SH1,8.3
TS01082,E618,2025-05-24,SH4,9.1
TS01083,E582,2025-02-13,SH4,8.0
TS01084,E533,2025-08-14,SH2,10.0
TS01085,E525,2025-07-17,SH1,11.1
TS01086,E540,2025-07-30,SH1,6.2
TS01087,E573,2025-11-28,SH2,5.2
TS01088,E637,2025-08-30,SH2,11.0
TS01089,E613,2026-04-30,SH2,9.4
TS01090,E589,2025-02-07,SH3,6.3
TS01091,E530,2026-03-30,SH1,4.5
TS01092,E537,2025-06-07,SH3,8.9
TS01093,E564,2026-05-26,SH3,10.0
TS01094,E546,2026-01-24,SH3,6.6
TS01095,E614,2026-03-29,SH2,4.1
TS01096,E545,2025-03-01,SH1,5.8
TS01097,E566,2025-12-18,SH3,8.1
TS01098,E523,2025-08-12,SH3,8.7
TS01099,E627,2025-08-06,SH2,11.9
TS01100,E508,2026-04-08,SH4,6.0
