Id,ship_ref,seq,from_loc,to_loc,veh,drv,START,END,Amount,Status
MV701020,SH100886,1,L-249,L-210,VIN124,D3055,2025-04-12 12:32,2025-04-12 19:11,209.79,DONE
MV701021,SH100886,2,L-210,L-246,VIN205,D3062,2025-04-12 08:52,2025-04-12 10:20,383.27,DONE
MV701022,SH100886,3,L-246,L-209,VIN188,D3083,2025-04-13 21:18,2025-04-14 13:41,362.87,DONE
MV701023,SH100887,1,L-236,L-211,VIN131,D3002,2025-01-24 18:32,2025-01-25 11:23,39.98,DONE
MV701024,SH100887,2,L-211,L-225,VIN162,D3051,2025-01-24 18:48,2025-01-25 21:11,338.61,DONE
MV701025,SH100888,1,L-203,L-251,VIN124,D3103,2025-03-04 11:00,2025-03-04 10:24,77.99,DONE
MV701026,SH100889,1,L-230,L-224,VIN172,D3114,2026-05-18 17:35,2026-05-18 18:17,127.62,DONE
MV701027,SH100890,1,L-211,L-252,VIN199,D3026,2025-11-04 15:22,2025-11-05 11:55,39.72,DONE
MV701028,SH100891,1,L-245,L-209,VIN133,D3046,2025-12-07 21:46,2025-12-07 21:40,333.46,DONE
MV701029,SH100892,1,L-201,L-209,VIN186,D3058,2025-09-21 18:21,2025-09-22 07:31,138.42,DONE
MV701030,SH100893,1,L-231,L-225,VIN112,D3057,2025-10-19 12:00,2025-10-19 15:07,290.05,DONE
MV701031,SH100894,1,L-229,L-236,VIN214,D3014,2025-09-04 18:04,2025-09-05 10:11,146.65,DONE
MV701032,SH100895,1,L-208,L-241,VIN135,D3066,2025-04-22 11:43,2025-04-22 12:17,80.10,DONE
MV701033,SH100895,2,L-241,L-256,VIN166,D3080,2025-04-22 07:08,2025-04-23 06:30,76.74,DONE
MV701034,SH100896,1,L-253,L-241,VIN110,D3075,2025-03-07 14:50,2025-03-07 20:49,352.85,DONE
MV701035,SH100897,1,L-247,L-216,VIN134,D3110,2025-02-01 12:07,2025-02-01 11:30,361.34,DONE
MV701036,SH100898,1,L-207,L-241,VIN194,D3111,2025-04-01 20:07,2025-04-01 09:27,289.17,DONE
MV701037,SH100899,1,L-202,L-244,VIN157,D3042,2025-01-18 12:57,2025-01-19 14:00,264.21,DONE
MV701038,SH100900,1,L-217,L-238,VIN143,D3025,2025-05-07 09:07,2025-05-08 06:29,370.41,DONE
MV701039,SH100901,1,L-228,L-248,VIN124,D3085,2025-08-14 14:18,2025-08-15 07:02,409.40,DONE
MV701040,SH100902,1,L-255,L-242,VIN217,D3053,2025-09-19 14:40,2025-09-20 12:56,313.66,DONE
MV701041,SH100903,1,L-233,L-213,VIN146,D3072,2025-07-18 19:10,2025-07-18 07:06,162.93,DONE
MV701042,SH100904,1,L-248,L-253,VIN100,D3113,2025-10-16 14:02,2025-10-16 19:42,168.95,DONE
MV701043,SH100905,1,L-255,L-258,VIN106,D3054,2026-03-27 14:00,2026-03-28 13:59,386.85,DONE
MV701044,SH100906,1,L-204,L-243,VIN184,D3089,2025-07-13 06:02,2025-07-14 18:45,264.72,DONE
MV701045,SH100907,1,L-226,L-215,VIN200,D3099,2025-06-12 07:37,,198.32,PLANNED
MV701046,SH100908,1,L-251,L-204,VIN203,D3035,2025-05-21 09:23,2025-05-21 17:16,123.14,DONE
MV701047,SH100909,1,L-228,L-242,VIN196,D3002,2025-03-08 21:13,2025-03-08 10:43,40.76,DONE
MV701048,SH100910,1,L-231,L-240,VIN166,D3048,2026-04-20 06:17,2026-04-20 13:57,375.60,DONE
MV701049,SH100910,2,L-240,L-226,VIN107,D3115,2026-04-20 20:17,2026-04-20 08:05,202.23,DONE
MV701050,SH100911,1,L-214,L-216,VIN140,D3092,2025-01-13 11:25,2025-01-13 08:19,209.97,DONE
MV701051,SH100912,1,L-251,L-203,VIN147,D3003,2026-03-16 12:37,2026-03-16 08:26,300.05,DONE
MV701052,SH100913,1,L-205,L-221,VIN146,D3008,2025-02-10 19:55,2025-02-11 09:32,290.94,DONE
MV701053,SH100914,1,L-240,L-209,VIN195,D3025,2025-05-10 14:05,2025-05-10 16:37,224.59,DONE
MV701054,SH100916,1,L-251,L-227,VIN188,D3003,2025-11-24 14:58,2025-11-24 11:54,194.59,DONE
MV701055,SH100917,1,L-253,L-235,VIN161,D3118,2025-01-08 07:31,2025-01-08 21:40,39.26,DONE
MV701056,SH100918,1,L-229,L-256,VIN122,D3111,2025-07-09 10:38,2025-07-10 20:41,352.75,DONE
MV701057,SH100918,2,L-256,L-228,VIN184,D3067,2025-07-09 18:41,2025-07-09 17:58,112.26,DONE
MV701058,SH100920,1,L-258,L-255,VIN117,D3004,2026-04-30 11:58,2026-05-01 09:10,140.67,DONE
MV701059,SH100921,1,L-203,L-252,VIN114,D3084,2025-05-07 12:41,2025-05-08 21:25,151.69,DONE
MV701060,SH100922,1,L-255,L-232,VIN159,D3089,2025-08-25 21:43,,213.28,ABORTED
MV701061,SH100923,1,L-220,L-255,VIN109,D3106,2025-02-04 06:37,2025-02-04 09:16,142.49,DONE
MV701062,SH100924,1,L-212,L-260,VIN189,D3077,2025-12-17 10:10,,245.02,PLANNED
MV701063,SH100925,1,L-205,L-211,VIN164,D3013,2025-11-06 07:07,2025-11-07 16:55,110.01,DONE
MV701064,SH100926,1,L-255,L-221,VIN168,D3040,2025-04-17 19:00,2025-04-17 09:25,253.79,DONE
MV701065,SH100927,1,L-257,L-256,VIN116,D3029,2025-06-18 09:56,2025-06-19 10:04,241.99,DONE
MV701066,SH100928,1,L-231,L-220,VIN192,D3117,2025-08-04 06:46,2025-08-04 17:38,329.19,DONE
MV701067,SH100928,2,L-220,L-236,VIN132,D3098,2025-08-05 20:39,2025-08-05 19:31,196.81,DONE
MV701068,SH100929,1,L-244,L-216,VIN215,D3057,2025-12-18 19:59,2025-12-19 17:57,308.13,DONE
MV701069,SH100930,1,L-220,L-231,VIN157,D3005,2026-01-11 19:11,2026-01-12 21:02,291.41,DONE
MV701070,SH100931,1,L-231,L-253,VIN192,D3094,2025-05-28 17:05,2025-05-28 21:12,56.07,DONE
MV701071,SH100933,1,L-254,L-242,VIN103,D3086,2025-07-08 15:28,2025-07-08 14:07,152.14,DONE
MV701072,SH100934,1,L-249,L-253,VIN135,D3103,2025-05-11 18:35,2025-05-11 17:58,237.25,DONE
MV701073,SH100935,1,L-236,L-257,VIN193,D3021,2025-06-25 13:46,2025-06-25 08:10,286.94,DONE
MV701074,SH100936,1,L-206,L-249,VIN179,D3057,2025-11-01 14:51,2025-11-01 20:40,225.33,DONE
MV701075,SH100937,1,L-210,L-219,VIN166,D3113,2025-10-20 20:55,,99.14,ABORTED
MV701076,SH100939,1,L-231,L-217,VIN115,D3114,2025-05-11 15:05,2025-05-11 07:30,73.54,DONE
MV701077,SH100941,1,L-239,L-230,VIN134,D3000,2025-12-27 08:20,2025-12-27 18:52,86.94,DONE
MV701078,SH100942,1,L-220,L-212,VIN212,D3084,2025-05-15 18:18,2025-05-16 11:08,306.95,DONE
MV701079,SH100943,1,L-225,L-240,VIN123,D3084,2026-03-24 21:35,2026-03-24 18:03,230.76,DONE
MV701080,SH100943,2,L-240,L-220,VIN149,D3015,2026-03-24 18:10,2026-03-24 19:44,95.80,DONE
MV701081,SH100944,1,L-242,L-210,VIN117,D3005,2025-12-08 20:59,2025-12-08 19:19,396.18,DONE
MV701082,SH100945,1,L-244,L-226,VIN199,D3011,2026-05-16 18:51,2026-05-17 18:28,210.82,DONE
MV701083,SH100945,2,L-226,L-236,VIN175,D3026,2026-05-16 20:47,2026-05-17 18:46,299.42,DONE
MV701084,SH100946,1,L-204,L-205,VIN165,D3080,2026-01-31 11:44,2026-01-31 19:39,102.18,DONE
MV701085,SH100946,2,L-205,L-240,VIN161,D3034,2026-02-01 10:59,,236.76,PLANNED
MV701086,SH100947,1,L-259,L-252,VIN109,D3096,2026-01-14 08:25,2026-01-15 15:02,179.62,DONE
MV701087,SH100948,1,L-222,L-236,VIN104,D3017,2025-06-18 18:37,2025-06-18 10:10,98.60,DONE
MV701088,SH100948,2,L-236,L-255,VIN121,D3072,2025-06-19 12:21,2025-06-19 07:11,171.08,DONE
MV701089,SH100949,1,L-207,L-206,VIN111,D3031,2026-01-02 08:27,2026-01-02 19:13,344.04,DONE
MV701090,SH100950,1,L-237,L-204,VIN169,D3114,2026-03-13 18:41,2026-03-14 16:57,283.74,DONE
MV701091,SH100951,1,L-242,L-232,VIN106,D3029,2026-01-01 18:29,,354.25,PLANNED
MV701092,SH100952,1,L-212,L-218,VIN120,D3118,2025-02-26 12:08,2025-02-26 20:16,194.24,DONE
MV701093,SH100953,1,L-257,L-244,VIN189,D3009,2026-04-18 12:35,2026-04-18 12:08,168.79,DONE
MV701094,SH100954,1,L-202,L-236,VIN197,D3079,2025-05-19 06:51,2025-05-19 13:08,164.22,DONE
MV701095,SH100954,2,L-236,L-255,VIN148,D3083,2025-05-20 17:55,2025-05-20 20:16,110.36,DONE
MV701096,SH100954,3,L-255,L-221,VIN185,D3119,2025-05-21 19:19,2025-05-22 15:39,282.31,DONE
MV701097,SH100955,1,L-253,L-213,VIN128,D3059,2025-06-03 10:41,2025-06-04 06:58,398.92,DONE
MV701098,SH100956,1,L-211,L-231,VIN219,D3117,2026-02-03 17:50,2026-02-03 13:22,175.33,DONE
MV701099,SH100957,1,L-257,L-229,VIN197,D3064,2025-03-19 15:27,2025-03-19 11:25,54.40,DONE
MV701100,SH100959,1,L-249,L-234,VIN101,D3051,2025-07-16 08:53,2025-07-16 10:48,393.34,DONE
MV701101,SH100960,1,L-218,L-241,VIN100,D3002,2025-09-14 09:27,2025-09-14 16:03,292.24,DONE
MV701102,SH100962,1,L-210,L-251,VIN215,D3057,2025-06-30 06:03,,179.23,PLANNED
MV701103,SH100963,1,L-254,L-225,VIN143,D3045,2026-02-11 12:02,2026-02-12 16:22,58.07,DONE
MV701104,SH100964,1,L-244,L-230,VIN165,D3092,2025-06-19 09:46,2025-06-19 10:36,118.98,DONE
MV701105,SH100965,1,L-235,L-245,VIN151,D3119,2025-08-31 20:11,2025-08-31 15:06,379.72,DONE
MV701106,SH100966,1,L-244,L-260,VIN101,D3059,2025-06-03 17:58,2025-06-04 16:45,373.22,DONE
MV701107,SH100966,2,L-260,L-225,VIN110,D3033,2025-06-03 08:49,2025-06-03 19:53,90.68,DONE
MV701108,SH100966,3,L-225,L-226,VIN204,D3085,2025-06-04 13:03,,364.95,PLANNED
MV701109,SH100967,1,L-249,L-250,VIN138,D3073,2026-01-28 06:09,2026-01-29 10:33,263.09,DONE
MV701110,SH100967,2,L-250,L-220,VIN161,D3028,2026-01-28 13:20,2026-01-28 15:16,191.21,DONE
MV701111,SH100967,3,L-220,L-253,VIN160,D3040,2026-01-29 18:11,2026-01-29 21:13,398.51,DONE
MV701112,SH100969,1,L-236,L-225,VIN204,D3038,2025-11-05 10:41,2025-11-05 10:49,198.89,DONE
MV701113,SH100970,1,L-203,L-224,VIN168,D3088,2025-03-06 19:39,2025-03-06 15:18,94.81,DONE
MV701114,SH100971,1,L-237,L-249,VIN113,D3095,2026-01-01 16:57,2026-01-01 12:54,335.08,DONE
MV701115,SH100972,1,L-209,L-242,VIN164,D3095,2025-02-06 09:51,2025-02-06 21:03,167.17,DONE
MV701116,SH100973,1,L-226,L-233,VIN198,D3094,2025-07-19 10:36,2025-07-19 07:04,178.71,DONE
MV701117,SH100974,1,L-222,L-226,VIN117,D3008,2025-10-17 07:00,2025-10-17 17:19,242.06,DONE
MV701118,SH100975,1,L-255,L-256,VIN130,D3067,2025-08-31 20:25,2025-09-01 16:15,179.37,DONE
MV701119,SH100975,2,L-256,L-252,VIN208,D3043,2025-08-31 13:22,2025-09-01 10:34,400.17,DONE
MV701120,SH100976,1,L-227,L-256,VIN130,D3111,2026-04-11 16:19,2026-04-12 14:17,370.44,DONE
MV701121,SH100977,1,L-247,L-243,VIN155,D3113,2025-08-29 15:46,2025-08-30 07:13,227.93,DONE
MV701122,SH100978,1,L-207,L-253,VIN140,D3041,2026-03-01 10:36,2026-03-01 07:04,296.70,DONE
MV701123,SH100979,1,L-252,L-242,VIN196,D3030,2025-03-30 06:37,2025-03-31 19:34,185.03,DONE
MV701124,SH100980,1,L-256,L-225,VIN137,D3048,2025-12-09 07:23,2025-12-09 20:51,345.93,DONE
MV701125,SH100980,2,L-225,L-240,VIN111,D3062,2025-12-09 10:35,2025-12-09 06:54,120.07,DONE
MV701126,SH100981,1,L-247,L-245,VIN143,D3017,2025-05-21 10:59,2025-05-22 20:28,388.85,DONE
MV701127,SH100982,1,L-231,L-222,VIN142,D3109,2025-12-04 19:16,,206.78,ABORTED
MV701128,SH100983,1,L-229,L-256,VIN202,D3013,2025-03-28 08:07,2025-03-29 13:46,177.87,DONE
MV701129,SH100983,2,L-256,L-216,VIN117,D3061,2025-03-29 19:19,2025-03-30 11:31,390.60,DONE
MV701130,SH100983,3,L-216,L-230,VIN184,D3013,2025-03-30 19:16,2025-03-31 20:59,385.12,DONE
MV701131,SH100984,1,L-251,L-219,VIN112,D3110,2025-04-01 15:14,2025-04-01 12:50,244.06,DONE
MV701132,SH100985,1,L-235,L-221,VIN160,D3061,2025-01-26 19:45,2025-01-27 09:48,248.44,DONE
MV701133,SH100986,1,L-233,L-219,VIN208,D3017,2025-01-27 14:09,2025-01-28 13:20,326.23,DONE
MV701134,SH100987,1,L-233,L-226,VIN161,D3066,2026-01-03 16:30,,169.96,ABORTED
MV701135,SH100988,1,L-225,L-259,VIN201,D3070,2026-05-16 14:05,2026-05-16 19:46,253.23,DONE
MV701136,SH100989,1,L-258,L-247,VIN160,D3117,2025-08-17 15:39,2025-08-18 18:36,150.91,DONE
MV701137,SH100990,1,L-225,L-224,VIN180,D3114,2025-12-17 12:17,2025-12-18 10:14,369.33,DONE
MV701138,SH100992,1,L-227,L-228,VIN170,D3058,2025-12-01 07:17,2025-12-01 17:01,219.14,DONE
MV701139,SH100993,1,L-221,L-256,VIN165,D3000,2025-06-16 21:17,2025-06-16 11:09,408.67,DONE
MV701140,SH100994,1,L-227,L-225,VIN211,D3037,2025-07-11 07:18,2025-07-11 18:12,227.54,DONE
MV701141,SH100994,2,L-225,L-220,VIN190,D3009,2025-07-12 14:48,2025-07-13 11:32,336.84,DONE
MV701142,SH100995,1,L-219,L-216,VIN113,D3083,2025-11-12 20:08,2025-11-12 15:24,299.06,DONE
MV701143,SH100995,2,L-216,L-230,VIN189,D3075,2025-11-13 15:43,2025-11-13 15:57,112.54,DONE
MV701144,SH100996,1,L-201,L-242,VIN137,D3031,2025-08-09 08:47,2025-08-09 11:20,74.12,DONE
MV701145,SH100997,1,L-249,L-239,VIN105,D3106,2025-10-04 18:42,2025-10-04 07:27,325.62,DONE
MV701146,SH100999,1,L-230,L-226,VIN191,D3033,2025-05-19 10:16,2025-05-19 21:13,170.42,DONE
MV701147,SH100999,2,L-226,L-213,VIN185,D3060,2025-05-19 20:22,,401.15,PLANNED
MV701148,SH101000,1,L-236,L-205,VIN166,D3104,2025-01-09 10:18,2025-01-09 17:24,365.52,DONE
MV701149,SH101000,2,L-205,L-214,VIN120,D3061,2025-01-09 19:44,2025-01-09 13:50,272.27,DONE
MV701150,SH101001,1,L-218,L-204,VIN114,D3083,2025-01-15 12:00,2025-01-15 20:30,127.39,DONE
MV701151,SH101002,1,L-229,L-214,VIN218,D3055,2025-12-20 06:56,,308.50,PLANNED
MV701152,SH101003,1,L-221,L-225,VIN117,D3000,2025-12-25 16:25,2025-12-26 15:58,190.39,DONE
MV701153,SH101004,1,L-245,L-246,VIN127,D3052,2025-06-29 19:39,2025-06-30 06:08,215.32,DONE
MV701154,SH101005,1,L-208,L-255,VIN194,D3011,2025-11-27 09:33,2025-11-27 07:18,103.96,DONE
MV701155,SH101006,1,L-208,L-214,VIN154,D3025,2026-03-22 19:41,2026-03-22 18:58,62.25,DONE
MV701156,SH101008,1,L-208,L-215,VIN178,D3103,2025-11-17 07:42,2025-11-17 20:49,395.23,DONE
MV701157,SH101008,2,L-215,L-212,VIN116,D3091,2025-11-17 15:20,2025-11-18 13:42,147.15,DONE
MV701158,SH101009,1,L-226,L-221,VIN143,D3075,2025-03-10 09:35,2025-03-10 08:49,248.47,DONE
MV701159,SH101009,2,L-221,L-241,VIN131,D3018,2025-03-11 06:24,2025-03-11 13:14,221.43,DONE
MV701160,SH101010,1,L-250,L-235,VIN129,D3006,2025-10-24 13:16,2025-10-24 10:54,211.41,DONE
MV701161,SH101010,2,L-235,L-243,VIN154,D3022,2025-10-25 20:37,2025-10-25 07:39,327.84,DONE
MV701162,SH101011,1,L-209,L-250,VIN214,D3081,2025-12-04 06:48,2025-12-04 16:14,267.71,DONE
MV701163,SH101012,1,L-256,L-208,VIN212,D3099,2025-11-27 15:15,,292.36,ABORTED
MV701164,SH101014,1,L-220,L-231,VIN212,D3049,2025-07-11 18:24,2025-07-11 18:04,162.67,DONE
MV701165,SH101014,2,L-231,L-247,VIN169,D3118,2025-07-12 16:15,2025-07-12 12:20,53.04,DONE
MV701166,SH101015,1,L-236,L-225,VIN135,D3102,2025-12-02 09:52,2025-12-02 21:46,83.62,DONE
MV701167,SH101018,1,L-211,L-212,VIN125,D3009,2025-01-27 10:45,2025-01-27 07:11,269.93,DONE
MV701168,SH101019,1,L-246,L-212,VIN125,D3043,2025-04-15 07:36,2025-04-15 14:10,395.16,DONE
MV701169,SH101020,1,L-204,L-225,VIN182,D3108,2025-07-07 13:51,2025-07-07 14:11,222.23,DONE
MV701170,SH101021,1,L-237,L-247,VIN190,D3022,2025-12-21 17:11,2025-12-21 15:18,95.04,DONE
MV701171,SH101022,1,L-240,L-226,VIN183,D3113,2025-02-09 11:05,2025-02-09 14:45,308.64,DONE
MV701172,SH101022,2,L-226,L-224,VIN205,D3026,2025-02-10 07:45,2025-02-11 14:42,358.24,DONE
MV701173,SH101023,1,L-218,L-233,VIN141,D3015,2026-03-18 16:26,2026-03-19 13:34,370.76,DONE
MV701174,SH101024,1,L-210,L-203,VIN165,D3023,2025-03-24 20:01,2025-03-24 08:46,280.64,DONE
MV701175,SH101025,1,L-258,L-226,VIN213,D3119,2025-06-25 21:48,2025-06-25 19:25,42.15,DONE
MV701176,SH101026,1,L-222,L-220,VIN132,D3102,2025-03-13 10:03,2025-03-13 18:05,294.23,DONE
MV701177,SH101026,2,L-220,L-221,VIN170,D3074,2025-03-14 14:36,,231.44,PLANNED
MV701178,SH101028,1,L-241,L-206,VIN145,D3087,2026-03-27 06:56,2026-03-28 19:43,50.27,DONE
MV701179,SH101028,2,L-206,L-220,VIN131,D3006,2026-03-28 19:24,2026-03-29 09:56,220.07,DONE
MV701180,SH101030,1,L-225,L-215,VIN195,D3086,2025-02-20 19:50,2025-02-20 09:52,205.45,DONE
MV701181,SH101030,2,L-215,L-259,VIN219,D3030,2025-02-21 13:38,2025-02-21 06:38,145.03,DONE
MV701182,SH101031,1,L-215,L-216,VIN183,D3018,2025-04-05 10:11,2025-04-06 15:35,82.12,DONE
MV701183,SH101032,1,L-255,L-204,VIN187,D3057,2025-09-13 20:06,2025-09-13 09:45,82.93,DONE
MV701184,SH101033,1,L-217,L-220,VIN172,D3066,2025-12-28 21:02,2025-12-28 21:58,214.58,DONE
MV701185,SH101033,2,L-220,L-201,VIN144,D3054,2025-12-29 11:00,2025-12-29 20:16,367.60,DONE
MV701186,SH101033,3,L-201,L-229,VIN183,D3117,2025-12-30 19:57,2025-12-31 19:08,239.80,DONE
MV701187,SH101034,1,L-245,L-213,VIN200,D3062,2026-04-24 07:23,2026-04-24 13:53,317.81,DONE
MV701188,SH101035,1,L-235,L-203,VIN165,D3053,2026-04-21 19:56,2026-04-22 14:13,388.06,DONE
MV701189,SH101036,1,L-215,L-251,VIN204,D3069,2025-04-17 15:09,2025-04-17 12:41,70.17,DONE
MV701190,SH101037,1,L-238,L-250,VIN141,D3104,2025-08-07 06:28,2025-08-07 07:18,242.24,DONE
MV701191,SH101038,1,L-204,L-236,VIN219,D3077,2026-05-06 08:06,2026-05-06 09:51,255.55,DONE
MV701192,SH101038,2,L-236,L-259,VIN196,D3033,2026-05-07 08:05,,92.05,ABORTED
MV701193,SH101039,1,L-207,L-234,VIN205,D3092,2025-06-24 09:18,2025-06-24 13:41,274.60,DONE
MV701194,SH101040,1,L-209,L-226,VIN164,D3105,2025-01-18 12:35,2025-01-18 16:05,221.60,DONE
MV701195,SH101040,2,L-226,L-214,VIN190,D3045,2025-01-18 21:21,2025-01-18 13:22,309.76,DONE
MV701196,SH101041,1,L-232,L-260,VIN119,D3075,2025-06-28 10:02,2025-06-29 18:58,52.08,DONE
MV701197,SH101041,2,L-260,L-234,VIN161,D3023,2025-06-29 19:10,,319.13,ABORTED
MV701198,SH101042,1,L-204,L-256,VIN154,D3033,2025-04-23 12:05,2025-04-23 21:32,87.46,DONE
MV701199,SH101042,2,L-256,L-214,VIN131,D3119,2025-04-24 07:12,2025-04-24 08:23,279.19,DONE
MV701200,SH101043,1,L-231,L-209,VIN159,D3093,2025-11-22 08:33,2025-11-22 11:05,287.65,DONE
MV701201,SH101044,1,L-238,L-236,VIN198,D3079,2025-03-31 16:23,,127.13,ABORTED
MV701202,SH101045,1,L-240,L-226,VIN172,D3102,2025-06-15 17:24,2025-06-16 20:59,310.30,DONE
MV701203,SH101046,1,L-233,L-224,VIN140,D3013,2025-03-12 09:46,2025-03-13 18:19,160.19,DONE
MV701204,SH101047,1,L-232,L-201,VIN153,D3058,2025-05-10 16:00,2025-05-11 16:22,157.47,DONE
MV701205,SH101048,1,L-207,L-242,VIN110,D3045,2025-11-13 17:35,,343.40,ABORTED
MV701206,SH101049,1,L-217,L-203,VIN171,D3048,2025-09-19 06:21,2025-09-19 15:01,71.92,DONE
MV701207,SH101053,1,L-208,L-221,VIN176,D3035,2025-03-04 09:16,2025-03-04 19:53,63.12,DONE
MV701208,SH101054,1,L-213,L-245,VIN104,D3114,2026-04-05 12:39,2026-04-05 07:57,213.10,DONE
MV701209,SH101054,2,L-245,L-255,VIN126,D3090,2026-04-06 16:36,2026-04-06 19:41,379.01,DONE
MV701210,SH101054,3,L-255,L-238,VIN170,D3113,2026-04-07 10:53,2026-04-07 19:51,339.79,DONE
MV701211,SH101055,1,L-247,L-245,VIN127,D3013,2025-07-16 11:09,2025-07-17 20:38,217.69,DONE
MV701212,SH101056,1,L-236,L-240,VIN156,D3116,2025-07-09 19:59,,390.04,PLANNED
MV701213,SH101057,1,L-245,L-217,VIN211,D3013,2025-11-07 12:09,2025-11-08 20:25,322.76,DONE
MV701214,SH101058,1,L-212,L-236,VIN203,D3073,2025-08-16 12:05,2025-08-16 06:03,69.56,DONE
MV701215,SH101058,2,L-236,L-205,VIN173,D3025,2025-08-17 12:20,2025-08-18 08:00,44.04,DONE
MV701216,SH101059,1,L-234,L-240,VIN210,D3006,2025-08-09 07:36,2025-08-09 18:34,86.16,DONE
MV701217,SH101059,2,L-240,L-202,VIN207,D3048,2025-08-09 11:18,2025-08-09 10:11,339.16,DONE
MV701218,SH101060,1,L-254,L-252,VIN191,D3087,2025-01-07 17:50,,107.60,PLANNED
MV701219,SH101061,1,L-230,L-260,VIN135,D3079,2025-02-19 15:30,2025-02-19 12:50,400.77,DONE
MV701220,SH101061,2,L-260,L-232,VIN124,D3083,2025-02-19 08:13,2025-02-19 10:34,237.15,DONE
MV701221,SH101062,1,L-232,L-246,VIN201,D3099,2025-03-28 10:21,2025-03-28 11:44,340.23,DONE
MV701222,SH101063,1,L-207,L-228,VIN112,D3024,2026-02-25 19:55,2026-02-25 08:40,73.31,DONE
MV701223,SH101064,1,L-250,L-224,VIN205,D3048,2025-07-27 12:55,2025-07-28 12:48,31.82,DONE
MV701224,SH101065,1,L-219,L-206,VIN132,D3015,2025-12-30 20:45,2025-12-30 09:48,275.95,DONE
MV701225,SH101065,2,L-206,L-233,VIN149,D3043,2025-12-31 19:56,2026-01-01 14:20,65.01,DONE
MV701226,SH101066,1,L-247,L-229,VIN131,D3085,2025-10-19 21:30,,98.09,ABORTED
MV701227,SH101067,1,L-212,L-225,VIN213,D3081,2026-05-16 16:49,2026-05-16 18:36,408.26,DONE
MV701228,SH101068,1,L-207,L-208,VIN193,D3104,2025-11-12 10:41,2025-11-12 09:15,340.52,DONE
MV701229,SH101069,1,L-250,L-212,VIN122,D3105,2026-03-12 11:32,2026-03-12 10:20,249.15,DONE
MV701230,SH101070,1,L-244,L-208,VIN174,D3065,2025-10-14 16:55,2025-10-15 11:00,335.95,DONE
MV701231,SH101071,1,L-248,L-234,VIN178,D3051,2025-03-03 12:51,2025-03-03 06:41,43.10,DONE
MV701232,SH101072,1,L-250,L-259,VIN109,D3021,2026-01-21 20:50,2026-01-22 15:50,61.31,DONE
MV701233,SH101073,1,L-222,L-226,VIN135,D3084,2025-09-14 06:22,2025-09-14 14:07,249.77,DONE
MV701234,SH101074,1,L-221,L-238,VIN119,D3049,2025-01-08 16:40,2025-01-08 10:42,406.92,DONE
MV701235,SH101075,1,L-214,L-220,VIN149,D3033,2026-02-15 19:45,2026-02-15 10:29,132.90,DONE
MV701236,SH101076,1,L-253,L-235,VIN149,D3110,2026-03-14 20:06,2026-03-14 16:10,325.78,DONE
MV701237,SH101076,2,L-235,L-215,VIN122,D3086,2026-03-14 19:09,2026-03-14 17:00,386.79,DONE
MV701238,SH101077,1,L-247,L-204,VIN201,D3037,2026-04-14 12:16,,315.83,ABORTED
MV701239,SH101078,1,L-231,L-240,VIN106,D3076,2025-10-07 18:05,2025-10-07 18:21,120.96,DONE
MV701240,SH101079,1,L-202,L-234,VIN102,D3090,2025-06-17 18:37,2025-06-18 08:24,253.65,DONE
MV701241,SH101080,1,L-232,L-208,VIN111,D3113,2025-04-21 07:26,2025-04-22 06:48,312.15,DONE
MV701242,SH101081,1,L-255,L-205,VIN104,D3004,2026-04-14 18:41,2026-04-14 19:36,388.19,DONE
MV701243,SH101082,1,L-206,L-245,VIN126,D3085,2025-09-07 20:39,2025-09-07 06:24,190.18,DONE
MV701244,SH101082,2,L-245,L-240,VIN188,D3038,2025-09-08 14:36,,398.35,PLANNED
MV701245,SH101083,1,L-243,L-236,VIN129,D3073,2025-11-06 10:22,2025-11-07 06:55,314.51,DONE
MV701246,SH101084,1,L-248,L-246,VIN127,D3011,2026-02-20 06:25,2026-02-20 15:03,36.38,DONE
MV701247,SH101085,1,L-239,L-233,VIN156,D3079,2026-05-06 13:53,2026-05-06 07:56,389.37,DONE
MV701248,SH101086,1,L-247,L-226,VIN135,D3078,2025-06-21 13:53,2025-06-21 21:04,223.80,DONE
MV701249,SH101087,1,L-252,L-203,VIN134,D3003,2025-06-26 13:11,2025-06-27 19:43,325.50,DONE
MV701250,SH101088,1,L-215,L-226,VIN144,D3022,2026-01-31 11:00,2026-02-01 08:02,351.14,DONE
MV701251,SH101089,1,L-234,L-235,VIN186,D3078,2026-04-20 11:13,2026-04-20 16:35,92.43,DONE
MV701252,SH101090,1,L-218,L-258,VIN193,D3113,2025-05-05 08:41,2025-05-05 18:33,328.03,DONE
MV701253,SH101091,1,L-212,L-225,VIN154,D3113,2025-04-29 06:12,2025-04-29 20:43,376.58,DONE
MV701254,SH101092,1,L-233,L-260,VIN144,D3053,2025-02-18 07:34,2025-02-18 09:38,316.93,DONE
MV701255,SH101092,2,L-260,L-225,VIN170,D3107,2025-02-19 21:00,2025-02-20 13:58,152.49,DONE
MV701256,SH101093,1,L-254,L-245,VIN208,D3089,2025-05-01 21:20,2025-05-01 19:29,258.64,DONE
MV701257,SH101094,1,L-208,L-236,VIN152,D3108,2025-06-15 21:28,2025-06-15 10:50,181.04,DONE
MV701258,SH101095,1,L-202,L-254,VIN139,D3048,2026-04-09 06:35,2026-04-09 12:44,186.52,DONE
