Id,ship_ref,msg_type,ts,Status
EDI70493,SH103755,997,2025-02-10 21:42,NACK
EDI70494,SH103012,990,2026-01-09 07:17,NACK
EDI70495,SH102099,990,2026-04-06 14:42,NACK
EDI70496,SH101364,997,2025-11-30 11:51,ACK
EDI70497,SH101249,997,2026-03-07 15:04,ACK
EDI70498,SH103282,214,2025-10-03 15:30,NACK
EDI70499,SH103191,990,2025-12-13 21:17,PENDING
EDI70500,SH100303,997,2025-05-05 15:11,ACK
EDI70501,SH101419,214,2025-11-07 13:25,ACK
EDI70502,SH103617,210,2025-08-21 14:42,PENDING
EDI70503,SH102564,997,2026-04-20 15:54,NACK
EDI70504,SH100634,990,2026-03-26 12:38,ACK
EDI70505,SH100838,990,2025-11-08 11:24,ACK
EDI70506,SH100362,997,2026-05-03 15:18,ACK
EDI70507,SH102259,210,2025-11-03 21:18,NACK
EDI70508,SH103816,210,2025-02-06 16:37,ACK
EDI70509,SH102381,997,2025-03-03 08:13,PENDING
EDI70510,SH103942,997,2025-06-09 09:21,ACK
EDI70511,SH100978,210,2026-03-16 15:27,NACK
EDI70512,SH103057,210,2025-06-28 15:11,PENDING
EDI70513,SH101159,997,2025-07-03 16:09,ACK
EDI70514,SH101591,990,2025-02-21 10:47,PENDING
EDI70515,SH102189,997,2025-04-01 17:17,PENDING
EDI70516,SH102930,990,2025-06-14 13:12,ACK
EDI70517,SH103830,997,2025-06-25 17:14,NACK
EDI70518,SH100030,990,2026-05-03 17:53,NACK
EDI70519,SH101135,997,2025-06-07 13:58,PENDING
EDI70520,SH104149,997,2025-06-13 15:48,NACK
EDI70521,SH100509,997,2025-02-03 10:08,NACK
EDI70522,SH101379,214,2026-05-12 07:02,NACK
EDI70523,SH101902,214,2025-08-19 21:31,PENDING
EDI70524,SH104067,997,2026-03-20 17:33,NACK
EDI70525,SH103156,214,2025-09-16 19:52,NACK
EDI70526,SH103680,210,2026-01-18 19:00,NACK
EDI70527,SH101304,210,2026-01-05 21:16,NACK
EDI70528,SH101965,990,2025-07-05 18:53,PENDING
EDI70529,SH100693,214,2026-04-14 12:08,ACK
EDI70530,SH101042,997,2025-08-17 07:54,NACK
EDI70531,SH103283,997,2026-05-13 10:10,PENDING
EDI70532,SH102166,210,2025-07-31 08:30,PENDING
EDI70533,SH100673,210,2025-08-26 14:39,PENDING
EDI70534,SH101870,997,2026-04-09 19:36,ACK
EDI70535,SH102083,214,2026-01-09 20:19,ACK
EDI70536,SH102776,990,2025-07-25 06:02,NACK
EDI70537,SH101134,997,2025-07-18 12:02,PENDING
EDI70538,SH102615,210,2025-01-03 20:10,PENDING
EDI70539,SH100782,210,2025-11-18 09:31,ACK
EDI70540,SH103423,997,2025-12-24 09:23,ACK
EDI70541,SH101158,210,2025-12-02 16:02,ACK
EDI70542,SH101487,214,2025-11-21 13:20,ACK
EDI70543,SH103231,210,2026-02-21 19:27,PENDING
EDI70544,SH102178,990,2026-03-02 10:31,NACK
EDI70545,SH102920,214,2025-11-02 12:58,ACK
EDI70546,SH101551,210,2025-09-02 11:52,ACK
EDI70547,SH101906,210,2026-05-12 13:36,PENDING
EDI70548,SH102675,997,2025-11-29 07:30,PENDING
EDI70549,SH101221,990,2026-05-10 15:58,ACK
EDI70550,SH102747,214,2025-12-15 09:46,ACK
EDI70551,SH102628,997,2026-04-09 10:56,NACK
EDI70552,SH100201,990,2025-12-24 09:16,NACK
EDI70553,SH100790,997,2026-04-04 16:20,PENDING
EDI70554,SH103134,210,2025-04-04 20:04,NACK
EDI70555,SH101627,210,2025-05-19 17:49,ACK
EDI70556,SH101023,210,2025-03-02 13:43,ACK
EDI70557,SH100069,210,2026-03-02 21:37,PENDING
EDI70558,SH101662,214,2026-05-13 20:27,ACK
EDI70559,SH102029,990,2026-02-11 15:08,ACK
EDI70560,SH100002,990,2026-04-22 20:40,ACK
EDI70561,SH103078,210,2025-12-22 11:03,ACK
EDI70562,SH100137,997,2026-05-23 15:32,NACK
EDI70563,SH102511,990,2026-04-20 20:02,PENDING
EDI70564,SH100907,990,2026-03-12 13:12,ACK
EDI70565,SH101365,997,2025-11-25 21:35,ACK
EDI70566,SH103654,997,2025-01-27 14:51,PENDING
EDI70567,SH103844,214,2025-03-05 17:45,PENDING
EDI70568,SH100125,214,2026-04-19 15:16,PENDING
EDI70569,SH102721,214,2026-04-06 12:05,NACK
EDI70570,SH100314,997,2026-04-03 18:13,ACK
EDI70571,SH100237,214,2025-08-20 15:00,ACK
EDI70572,SH103332,210,2026-01-10 09:19,NACK
EDI70573,SH100499,990,2025-07-16 16:32,ACK
EDI70574,SH101732,997,2025-12-16 17:30,NACK
EDI70575,SH103176,214,2025-04-03 18:01,NACK
EDI70576,SH102920,214,2025-09-28 12:29,PENDING
EDI70577,SH103321,214,2025-06-20 08:44,NACK
EDI70578,SH103066,990,2026-03-02 11:57,NACK
EDI70579,SH101246,210,2025-02-14 21:52,ACK
EDI70580,SH104147,214,2026-04-05 07:03,PENDING
EDI70581,SH101559,214,2026-03-27 19:24,ACK
EDI70582,SH101984,210,2025-07-13 07:38,PENDING
EDI70583,SH101120,990,2026-05-20 15:35,NACK
EDI70584,SH103500,210,2025-12-13 20:59,PENDING
EDI70585,SH100186,990,2026-02-16 15:29,PENDING
EDI70586,SH101045,990,2025-06-11 06:31,PENDING
EDI70587,SH102220,214,2025-02-02 18:39,NACK
EDI70588,SH101682,990,2026-02-13 19:54,NACK
EDI70589,SH104125,214,2025-10-08 06:57,NACK
EDI70590,SH103447,990,2025-08-26 07:07,ACK
EDI70591,SH104157,997,2025-12-10 21:53,NACK
EDI70592,SH102340,997,2026-05-06 20:14,NACK
EDI70593,SH103723,990,2025-02-28 16:27,NACK
EDI70594,SH103875,997,2025-02-28 21:26,ACK
EDI70595,SH100050,210,2026-04-14 12:45,PENDING
EDI70596,SH102956,210,2026-01-12 07:57,ACK
EDI70597,SH103176,214,2026-04-11 14:58,NACK
EDI70598,SH102151,990,2025-09-26 06:32,NACK
EDI70599,SH103673,210,2025-10-27 07:16,ACK
EDI70600,SH103850,990,2025-09-26 21:27,ACK
EDI70601,SH102431,997,2025-07-10 10:03,ACK
EDI70602,SH100169,997,2026-04-27 11:32,PENDING
EDI70603,SH101423,990,2025-09-14 13:57,PENDING
EDI70604,SH100583,997,2026-02-05 18:30,ACK
EDI70605,SH101299,210,2025-10-22 07:30,NACK
EDI70606,SH103595,997,2025-12-19 11:01,NACK
EDI70607,SH103072,210,2026-03-03 19:23,PENDING
EDI70608,SH103119,214,2026-02-14 06:34,ACK
EDI70609,SH102022,990,2025-05-01 09:32,NACK
EDI70610,SH101018,214,2025-08-28 12:45,PENDING
EDI70611,SH100076,997,2025-01-12 21:19,ACK
EDI70612,SH101549,997,2026-04-22 15:33,NACK
EDI70613,SH103083,210,2025-01-31 18:58,PENDING
EDI70614,SH104135,214,2026-05-10 07:34,PENDING
EDI70615,SH102530,214,2025-07-29 07:09,PENDING
EDI70616,SH100986,997,2025-07-30 19:01,ACK
EDI70617,SH101744,997,2026-03-31 13:38,PENDING
EDI70618,SH102268,214,2025-08-28 14:37,ACK
EDI70619,SH103193,997,2025-04-03 13:08,NACK
EDI70620,SH102807,210,2026-03-06 15:01,PENDING
EDI70621,SH102439,214,2026-03-19 10:48,ACK
EDI70622,SH102826,210,2026-04-09 17:01,PENDING
EDI70623,SH103143,990,2025-10-01 14:28,PENDING
EDI70624,SH103930,210,2025-08-27 16:59,PENDING
EDI70625,SH102024,210,2025-11-16 06:57,NACK
EDI70626,SH102175,210,2025-06-10 18:01,ACK
EDI70627,SH103553,997,2025-05-29 06:28,NACK
EDI70628,SH102827,214,2026-03-09 08:00,NACK
EDI70629,SH100347,990,2025-12-15 14:58,ACK
EDI70630,SH100705,997,2025-06-11 06:37,PENDING
EDI70631,SH101544,214,2025-05-16 07:44,PENDING
EDI70632,SH104025,210,2026-03-13 07:26,PENDING
EDI70633,SH102136,990,2025-12-28 17:30,NACK
EDI70634,SH100007,990,2025-03-13 09:00,NACK
EDI70635,SH100901,990,2025-07-19 12:17,ACK
EDI70636,SH102645,210,2025-07-07 19:21,ACK
EDI70637,SH101806,210,2026-04-09 16:51,PENDING
EDI70638,SH100145,214,2026-04-29 09:27,PENDING
EDI70639,SH102263,210,2025-07-31 14:13,PENDING
EDI70640,SH102506,997,2026-03-17 06:31,ACK
EDI70641,SH100076,214,2025-05-14 06:41,NACK
EDI70642,SH100206,997,2025-05-07 15:56,ACK
EDI70643,SH102113,990,2026-02-25 10:38,NACK
EDI70644,SH101137,210,2025-01-22 13:20,PENDING
EDI70645,SH100504,997,2025-02-15 21:34,ACK
EDI70646,SH102552,990,2025-02-04 15:47,ACK
EDI70647,SH100745,997,2025-10-29 18:31,NACK
EDI70648,SH102886,210,2026-01-30 14:32,ACK
EDI70649,SH103888,210,2025-05-31 21:34,PENDING
EDI70650,SH102229,214,2025-07-02 16:29,ACK
EDI70651,SH102229,990,2025-10-27 17:30,PENDING
EDI70652,SH102644,990,2025-01-06 14:17,PENDING
EDI70653,SH102629,997,2025-04-11 08:16,ACK
EDI70654,SH100342,210,2026-02-11 09:38,NACK
EDI70655,SH103438,997,2025-12-10 18:16,NACK
EDI70656,SH101574,990,2026-02-18 10:13,PENDING
EDI70657,SH101454,997,2025-06-17 21:01,PENDING
EDI70658,SH103943,210,2026-05-10 12:05,PENDING
EDI70659,SH100110,214,2025-06-07 10:43,PENDING
EDI70660,SH101683,214,2025-09-03 10:32,NACK
EDI70661,SH100563,210,2025-07-10 10:37,PENDING
EDI70662,SH102074,997,2026-01-24 18:24,ACK
EDI70663,SH104131,214,2025-03-15 14:06,ACK
EDI70664,SH100623,214,2025-09-18 18:42,NACK
EDI70665,SH102688,210,2025-07-15 19:27,ACK
EDI70666,SH103940,214,2025-05-19 20:33,ACK
EDI70667,SH103626,997,2026-03-26 06:17,PENDING
EDI70668,SH102219,210,2025-04-13 18:16,NACK
EDI70669,SH103588,210,2025-05-11 08:56,ACK
EDI70670,SH103747,214,2025-11-16 08:36,NACK
EDI70671,SH101854,997,2025-11-10 19:39,ACK
EDI70672,SH102015,997,2025-11-02 21:28,NACK
EDI70673,SH102748,990,2025-05-09 14:30,PENDING
EDI70674,SH103131,990,2026-04-16 19:11,NACK
EDI70675,SH102930,990,2025-04-22 11:24,NACK
EDI70676,SH102072,214,2025-06-08 11:39,PENDING
EDI70677,SH100843,990,2025-06-16 14:25,NACK
EDI70678,SH101783,997,2026-01-28 19:03,ACK
EDI70679,SH101747,997,2025-10-27 07:50,ACK
EDI70680,SH101441,990,2025-05-09 21:54,NACK
EDI70681,SH104187,210,2025-12-28 13:30,NACK
EDI70682,SH101490,997,2026-02-08 17:08,NACK
EDI70683,SH102932,997,2025-07-24 21:34,PENDING
EDI70684,SH103830,214,2025-10-10 07:21,ACK
EDI70685,SH100973,997,2025-07-17 11:27,NACK
EDI70686,SH102983,210,2026-05-31 06:37,ACK
EDI70687,SH102062,210,2025-03-25 07:59,NACK
EDI70688,SH103233,210,2025-12-11 14:29,ACK
EDI70689,SH103602,214,2025-08-30 06:38,ACK
EDI70690,SH103119,214,2026-02-11 16:00,ACK
EDI70691,SH101520,997,2025-11-03 11:12,NACK
EDI70692,SH103370,997,2025-05-07 13:38,PENDING
EDI70693,SH102694,997,2026-03-27 16:47,PENDING
EDI70694,SH102187,997,2025-01-24 18:21,ACK
EDI70695,SH100700,997,2026-01-09 19:27,PENDING
EDI70696,SH102921,210,2025-07-29 21:44,ACK
EDI70697,SH103076,990,2025-04-30 19:58,PENDING
EDI70698,SH100684,990,2025-06-24 13:17,PENDING
EDI70699,SH103625,210,2025-12-03 06:14,PENDING
EDI70700,SH101075,210,2025-08-09 17:45,ACK
EDI70701,SH102358,210,2025-04-11 14:30,ACK
EDI70702,SH102564,990,2026-04-28 12:43,NACK
EDI70703,SH103630,210,2026-03-21 13:32,NACK
EDI70704,SH102877,210,2025-04-06 09:15,NACK
EDI70705,SH100941,990,2025-01-16 20:05,PENDING
EDI70706,SH100178,210,2025-06-05 10:10,PENDING
EDI70707,SH100670,990,2025-12-12 07:01,ACK
EDI70708,SH101155,210,2025-01-26 06:45,ACK
EDI70709,SH104021,990,2025-03-29 13:01,PENDING
EDI70710,SH101882,214,2026-05-13 08:20,NACK
EDI70711,SH101605,210,2025-04-25 14:32,NACK
EDI70712,SH103783,990,2026-01-01 21:09,NACK
EDI70713,SH100150,214,2025-12-31 19:02,NACK
EDI70714,SH102582,210,2025-06-17 10:55,ACK
EDI70715,SH102692,210,2025-02-16 17:52,NACK
EDI70716,SH101623,990,2026-05-09 10:51,ACK
EDI70717,SH103519,990,2025-07-06 19:09,NACK
EDI70718,SH103830,997,2025-07-17 19:36,NACK
EDI70719,SH103134,997,2025-01-01 06:40,ACK
EDI70720,SH104117,997,2026-03-27 09:44,NACK
EDI70721,SH100262,210,2025-10-24 14:39,PENDING
EDI70722,SH100338,214,2025-09-21 14:00,PENDING
EDI70723,SH103467,210,2025-10-29 17:38,PENDING
EDI70724,SH100807,210,2026-05-18 15:12,NACK
EDI70725,SH101757,990,2025-09-13 07:42,NACK
EDI70726,SH103537,214,2025-03-11 13:29,PENDING
EDI70727,SH100710,214,2026-04-14 18:28,NACK
EDI70728,SH100657,214,2026-04-23 19:03,PENDING
EDI70729,SH101371,210,2026-05-06 06:08,PENDING
EDI70730,SH102548,214,2025-08-19 15:33,ACK
EDI70731,SH103961,214,2026-02-06 19:30,PENDING
EDI70732,SH101694,214,2025-06-13 07:22,ACK
EDI70733,SH100642,210,2026-03-27 16:35,ACK
EDI70734,SH103526,214,2025-06-25 10:32,NACK
EDI70735,SH100380,210,2026-05-06 10:58,ACK
EDI70736,SH100059,210,2025-04-09 21:12,NACK
EDI70737,SH104160,214,2026-02-08 07:24,PENDING
EDI70738,SH102803,997,2025-01-16 21:29,ACK
EDI70739,SH100648,990,2025-05-05 12:16,NACK
EDI70740,SH100562,214,2025-09-27 19:48,ACK
EDI70741,SH101341,990,2026-04-03 19:15,ACK
EDI70742,SH102912,214,2026-05-05 14:37,PENDING
EDI70743,SH103659,214,2026-02-08 13:43,NACK
EDI70744,SH102534,214,2026-02-13 08:28,NACK
EDI70745,SH103739,210,2026-01-12 20:59,NACK
EDI70746,SH103176,214,2025-09-29 18:14,ACK
EDI70747,SH103632,997,2025-08-22 11:48,PENDING
EDI70748,SH101024,990,2026-04-24 12:40,PENDING
EDI70749,SH102292,997,2025-05-06 15:44,ACK
EDI70750,SH104197,997,2026-03-02 13:12,NACK
EDI70751,SH102470,210,2026-04-06 17:30,NACK
EDI70752,SH102536,214,2025-11-17 12:04,PENDING
EDI70753,SH102997,997,2026-02-08 15:48,ACK
EDI70754,SH100179,214,2025-04-23 07:28,PENDING
EDI70755,SH103748,210,2025-04-27 19:00,ACK
EDI70756,SH102134,997,2025-08-13 18:20,NACK
EDI70757,SH101624,990,2025-01-31 13:29,ACK
EDI70758,SH102277,210,2025-03-23 14:44,NACK
EDI70759,SH103469,997,2025-01-13 21:28,PENDING
EDI70760,SH101274,210,2025-12-24 09:38,PENDING
EDI70761,SH102190,214,2026-05-18 08:01,PENDING
EDI70762,SH100156,990,2025-05-02 21:06,PENDING
EDI70763,SH103738,210,2026-05-13 07:12,NACK
EDI70764,SH103500,210,2026-05-02 06:39,NACK
EDI70765,SH100889,990,2025-02-16 18:06,ACK
EDI70766,SH100555,997,2025-03-12 06:33,NACK
EDI70767,SH102048,210,2026-02-27 06:32,ACK
EDI70768,SH101631,990,2025-02-15 08:34,NACK
EDI70769,SH101532,210,2025-10-02 10:02,PENDING
EDI70770,SH101422,210,2025-03-07 10:49,ACK
EDI70771,SH100759,210,2025-06-29 20:14,NACK
EDI70772,SH100294,210,2026-01-07 07:27,ACK
EDI70773,SH101796,990,2026-04-21 11:43,NACK
EDI70774,SH103502,990,2025-02-24 10:02,PENDING
EDI70775,SH100807,990,2026-02-14 10:55,PENDING
EDI70776,SH102986,214,2025-02-15 07:26,ACK
EDI70777,SH101335,997,2026-02-01 14:57,ACK
EDI70778,SH100304,210,2026-04-21 14:52,ACK
EDI70779,SH102184,210,2025-10-25 13:12,NACK
EDI70780,SH100247,210,2026-03-24 11:10,NACK
EDI70781,SH103702,210,2026-04-24 10:39,ACK
EDI70782,SH100685,214,2025-04-06 07:46,PENDING
EDI70783,SH100697,990,2025-12-06 06:37,NACK
EDI70784,SH101728,214,2025-05-06 12:03,PENDING
EDI70785,SH101828,214,2026-04-03 10:00,PENDING
EDI70786,SH102826,997,2025-09-24 19:14,ACK
EDI70787,SH103030,210,2025-06-10 11:21,PENDING
EDI70788,SH102600,214,2026-05-29 16:55,NACK
EDI70789,SH103649,990,2025-05-03 07:51,NACK
EDI70790,SH102105,997,2025-11-25 14:52,NACK
EDI70791,SH102377,990,2025-12-21 19:43,ACK
EDI70792,SH100985,210,2025-08-27 08:07,ACK
EDI70793,SH103604,990,2025-01-09 19:19,ACK
EDI70794,SH102736,990,2025-02-19 13:16,ACK
EDI70795,SH101015,210,2025-07-31 12:59,NACK
EDI70796,SH102458,214,2026-04-15 07:51,NACK
EDI70797,SH104166,990,2025-06-16 21:17,PENDING
EDI70798,SH101096,997,2026-05-16 13:40,PENDING
EDI70799,SH101268,210,2026-02-12 14:25,PENDING
EDI70800,SH100369,214,2025-11-23 13:12,PENDING
