Id,Date,cust_ref,svc,carrier_cd,orig,dest,START,END,wgt,wgt_uom,pieces,Amount,ccy,Status
SH100959,2025-07-13,P-1220,SVC1,EGRT,L-249,L-234,2025-07-16 08:39,2025-07-17 20:31,1147.0,KG,26,799.82,EUR,DELIVERED
SH100960,2025-09-14,P-1086,SVC1,ARRW,L-218,L-241,2025-09-14 08:36,2025-09-15 20:50,217.7,LB,11,99.03,GBP,DELIVERED
SH100961,2025-10-13,P-1076,SVC5,GRYP,L-203,L-242,,,91.9,KG,2,61.21,EUR,CANCELLED
SH100962,2025-06-30,P-1032,SVC4,GRYP,L-210,L-251,2025-06-30 13:33,,82.8,LB,10,44.33,GBP,IN_TRANSIT
SH100963,2026-02-08,P-1210,SVC4,EGRT,L-254,L-225,2026-02-11 12:34,2026-02-18 12:00,160.1,LB,9,57.31,EUR,DELIVERED
SH100964,2025-06-16,P-1104,SVC3,EGRT,L-244,L-230,2025-06-19 17:26,2025-06-20 07:42,998.5,KG,21,440.07,EUR,DELIVERED
SH100965,2025-08-28,P-1076,SVC1,DNUB,L-235,L-245,2025-08-31 07:31,2025-09-01 08:58,1342.1,KG,1,930.65,GBP,DELIVERED
SH100966,2025-06-02,P-1175,SVC6,FNCH,L-244,L-226,2025-06-03 08:37,,1078.6,KG,24,473.13,GBP,IN_TRANSIT
SH100967,2026-01-28,P-1229,SVC3,EGRT,L-249,L-253,2026-01-28 18:21,2026-01-29 16:15,462.3,KG,6,230.74,GBP,DELIVERED
SH100968,2025-06-14,P-1015,SVC5,ARRW,L-249,L-254,,,542.3,LB,19,145.46,GBP,CANCELLED
SH100969,2025-11-03,P-1056,SVC2,BLTC,L-236,L-225,2025-11-05 21:06,2025-11-07 21:55,1293.1,KG,13,882.63,GBP,DELIVERED
SH100970,2025-03-04,P-1037,SVC3,ARRW,L-203,L-224,2025-03-06 09:50,2025-03-10 14:21,345.8,LB,9,92.36,GBP,DELIVERED
SH100971,2026-01-01,P-1131,SVC2,GRYP,L-237,L-249,2026-01-01 06:50,2026-01-02 16:55,654.6,LB,19,231.14,GBP,DELIVERED
SH100972,2025-02-03,P-1058,SVC3,FNCH,L-209,L-242,2025-02-06 10:02,2025-02-15 12:56,458.2,LB,22,112.49,GBP,DELIVERED
SH100973,2025-07-16,P-1161,SVC4,FNCH,L-226,L-233,2025-07-19 11:40,2025-07-30 06:23,647.7,KG,3,307.91,GBP,DELIVERED
SH100974,2025-10-14,P-1129,SVC3,DNUB,L-222,L-226,2025-10-17 12:48,2025-10-18 09:53,1379.8,KG,13,619.35,GBP,DELIVERED
SH100975,2025-08-30,P-1041,SVC3,ARRW,L-255,L-252,2025-08-31 18:54,2025-09-02 15:32,1290.1,LB,6,264.68,GBP,DELIVERED
SH100976,2026-04-08,P-1201,SVC4,DNUB,L-227,L-256,2026-04-11 10:57,2026-04-22 19:30,300.7,KG,23,166.38,GBP,DELIVERED
SH100977,2025-08-29,P-1152,SVC3,FNCH,L-247,L-243,2025-08-29 09:54,2025-09-01 07:50,1295.0,LB,16,267.75,GBP,DELIVERED
SH100978,2026-03-01,P-1154,SVC4,CDRX,L-207,L-253,2026-03-01 18:23,2026-03-07 07:21,1035.1,LB,5,232.53,GBP,DELIVERED
SH100979,2025-03-30,P-1192,SVC1,ARRW,L-252,L-242,2025-03-30 08:26,2025-03-31 12:25,1014.7,KG,2,702.78,GBP,DELIVERED
SH100980,2025-12-07,P-1193,SVC1,DNUB,L-256,L-240,2025-12-09 17:48,2025-12-10 07:29,1167.9,KG,13,806.55,GBP,DELIVERED
SH100981,2025-05-20,P-1103,SVC6,FNCH,L-247,L-245,2025-05-21 20:19,2025-05-24 09:01,680.2,LB,16,148.04,GBP,DELIVERED
SH100982,2025-12-02,P-1183,SVC5,CDRX,L-231,L-222,2025-12-04 07:09,,49.8,KG,7,53.59,GBP,IN_TRANSIT
SH100983,2025-03-28,P-1188,SVC2,EGRT,L-229,L-230,2025-03-28 14:36,2025-03-29 18:32,511.4,LB,11,178.78,GBP,DELIVERED
SH100984,2025-04-01,P-1161,SVC1,DNUB,L-251,L-219,2025-04-01 15:28,2025-04-02 06:19,404.7,LB,10,149.05,GBP,DELIVERED
SH100985,2025-01-23,P-1074,SVC5,ARRW,L-235,L-221,2025-01-26 11:14,2025-01-29 07:16,824.0,KG,18,376.93,GBP,DELIVERED
SH100986,2025-01-24,P-1062,SVC3,BLTC,L-233,L-219,2025-01-27 08:38,2025-01-29 08:36,85.3,KG,26,63.56,GBP,DELIVERED
SH100987,2026-01-01,P-1107,SVC4,GRYP,L-233,L-226,2026-01-03 07:14,,439.8,KG,2,200.96,GBP,IN_TRANSIT
SH100988,2026-05-16,P-1071,SVC3,GRYP,L-225,L-259,2026-05-16 11:41,2026-05-18 21:43,1157.2,KG,1,525.93,GBP,DELIVERED
SH100989,2025-08-15,P-1143,SVC1,CDRX,L-258,L-247,2025-08-17 17:31,2025-08-18 17:24,1325.9,LB,21,420.39,GBP,DELIVERED
SH100990,2025-12-17,P-1098,SVC2,CDRX,L-225,L-224,2025-12-17 08:58,2025-12-19 14:54,231.0,LB,15,88.02,GBP,DELIVERED
SH100991,2025-02-04,P-1211,SVC5,BLTC,L-218,L-235,,,913.6,KG,8,412.11,GBP,CANCELLED
SH100992,2025-12-01,P-1177,SVC2,BLTC,L-227,L-228,2025-12-01 12:49,2025-12-02 12:22,1201.5,LB,21,388.36,GBP,DELIVERED
SH100993,2025-06-14,P-1144,SVC2,FNCH,L-221,L-256,2025-06-16 15:06,2025-06-18 20:20,224.4,KG,20,167.60,GBP,DELIVERED
SH100994,2025-07-10,P-1078,SVC5,DNUB,L-227,L-220,2025-07-11 10:21,2025-07-15 13:01,500.3,KG,8,239.34,GBP,DELIVERED
SH100995,2025-11-09,P-1105,SVC5,FNCH,L-219,L-230,2025-11-12 10:48,2025-11-21 14:37,745.0,LB,20,168.95,GBP,DELIVERED
SH100996,2025-08-06,P-1206,SVC5,EGRT,L-201,L-242,2025-08-09 06:16,2025-08-13 08:17,1004.4,KG,15,440.46,EUR,DELIVERED
SH100997,2025-10-02,P-1231,SVC3,BLTC,L-249,L-239,2025-10-04 06:05,2025-10-07 14:38,1085.0,KG,5,489.12,GBP,DELIVERED
SH100998,2025-03-15,P-1205,SVC3,DNUB,L-210,L-254,,,823.0,KG,7,376.69,GBP,BOOKED
SH100999,2025-05-19,P-1075,SVC2,GRYP,L-230,L-213,2025-05-19 06:44,,775.2,KG,6,549.11,GBP,IN_TRANSIT
SH101000,2025-01-09,P-1113,SVC2,ARRW,L-236,L-214,2025-01-09 15:16,2025-01-10 06:37,939.1,KG,17,663.16,GBP,DELIVERED
SH101001,2025-01-15,P-1087,SVC3,FNCH,L-218,L-204,2025-01-15 19:59,2025-01-24 21:48,453.8,KG,11,204.12,GBP,DELIVERED
SH101002,2025-12-17,P-1197,SVC3,EGRT,L-229,L-214,2025-12-20 14:12,,1197.8,LB,16,270.04,GBP,IN_TRANSIT
SH101003,2025-12-22,P-1209,SVC4,ARRW,L-221,L-225,2025-12-25 14:46,2026-01-01 17:07,49.7,LB,18,47.78,EUR,DELIVERED
SH101004,2025-06-29,P-1007,SVC3,FNCH,L-245,L-246,2025-06-29 08:39,2025-06-30 21:11,686.4,KG,17,313.77,EUR,DELIVERED
SH101005,2025-11-27,P-1087,SVC5,BLTC,L-208,L-255,2025-11-27 11:33,2025-11-30 12:48,395.1,KG,7,204.67,GBP,DELIVERED
SH101006,2026-03-20,P-1197,SVC3,BLTC,L-208,L-214,2026-03-22 21:23,2026-03-26 19:16,991.9,KG,8,459.57,GBP,DELIVERED
SH101007,2026-04-02,P-1065,SVC3,DNUB,L-243,L-252,,,826.4,LB,5,175.98,GBP,BOOKED
SH101008,2025-11-16,P-1178,SVC1,FNCH,L-208,L-212,2025-11-17 19:14,2025-11-18 14:29,710.9,LB,8,240.08,GBP,DELIVERED
SH101009,2025-03-09,P-1156,SVC5,DNUB,L-226,L-241,2025-03-10 17:55,2025-03-11 10:46,208.8,KG,10,118.09,GBP,DELIVERED
SH101010,2025-10-23,P-1018,SVC1,EGRT,L-250,L-243,2025-10-24 09:10,2025-10-25 13:49,663.0,KG,17,487.50,GBP,DELIVERED
SH101011,2025-12-02,P-1146,SVC4,EGRT,L-209,L-250,2025-12-04 15:32,2025-12-07 14:13,1113.3,KG,21,501.06,GBP,DELIVERED
SH101012,2025-11-24,P-1214,SVC1,GRYP,L-256,L-208,2025-11-27 06:09,,648.1,KG,19,466.91,GBP,IN_TRANSIT
SH101013,2025-05-08,P-1063,SVC3,ARRW,L-219,L-225,,,444.0,KG,21,200.18,GBP,BOOKED
SH101014,2025-07-11,P-1069,SVC1,DNUB,L-220,L-247,2025-07-11 11:26,2025-07-12 07:07,1316.6,KG,22,904.98,GBP,DELIVERED
SH101015,2025-11-30,P-1021,SVC3,DNUB,L-236,L-225,2025-12-02 13:03,2025-12-03 17:21,713.1,LB,18,150.16,GBP,DELIVERED
SH101016,2025-10-25,P-1037,SVC3,ARRW,L-208,L-236,,,696.8,KG,15,327.47,GBP,BOOKED
SH101017,2025-07-01,P-1234,SVC2,CDRX,L-254,L-230,,,651.2,KG,25,458.02,GBP,BOOKED
SH101018,2025-01-25,P-1140,SVC4,BLTC,L-211,L-212,2025-01-27 16:25,2025-01-28 10:46,287.8,KG,9,140.59,GBP,DELIVERED
SH101019,2025-04-14,P-1194,SVC1,GRYP,L-246,L-212,2025-04-15 10:27,2025-04-16 06:22,794.5,KG,2,547.20,GBP,DELIVERED
SH101020,2025-07-05,P-1068,SVC3,FNCH,L-204,L-225,2025-07-07 14:50,2025-07-09 06:35,971.8,KG,26,421.31,GBP,DELIVERED
SH101021,2025-12-21,P-1154,SVC3,EGRT,L-237,L-247,2025-12-21 20:31,2025-12-24 21:31,462.3,KG,25,225.22,GBP,DELIVERED
SH101022,2025-02-09,P-1151,SVC3,ARRW,L-240,L-224,2025-02-09 19:36,2025-02-10 18:37,862.7,KG,5,379.06,GBP,DELIVERED
SH101023,2026-03-17,P-1025,SVC4,DNUB,L-218,L-233,2026-03-18 07:34,2026-03-25 09:06,457.4,KG,9,235.09,GBP,DELIVERED
SH101024,2025-03-23,P-1020,SVC2,DNUB,L-210,L-203,2025-03-24 19:56,2025-03-25 13:04,285.4,KG,2,213.46,GBP,DELIVERED
SH101025,2025-06-22,P-1029,SVC3,DNUB,L-258,L-226,2025-06-25 19:00,2025-06-28 15:57,611.9,KG,2,270.09,GBP,DELIVERED
SH101026,2025-03-13,P-1021,SVC4,EGRT,L-222,L-221,2025-03-13 18:41,,278.3,KG,17,138.75,EUR,IN_TRANSIT
SH101027,2025-12-13,P-1090,SVC4,FNCH,L-241,L-232,,,432.2,KG,21,199.08,GBP,CANCELLED
SH101028,2026-03-26,P-1026,SVC6,ARRW,L-241,L-220,2026-03-27 17:44,2026-03-30 10:37,174.5,LB,20,49.97,GBP,DELIVERED
SH101029,2025-11-05,P-1226,SVC3,DNUB,L-204,L-251,,,1187.6,KG,25,525.95,GBP,BOOKED
SH101030,2025-02-20,P-1192,SVC4,BLTC,L-225,L-259,2025-02-20 07:32,2025-02-23 08:40,1023.2,KG,1,449.85,EUR,DELIVERED
SH101031,2025-04-04,P-1238,SVC4,GRYP,L-215,L-216,2025-04-05 19:04,2025-04-10 10:56,842.1,KG,25,370.39,GBP,DELIVERED
SH101032,2025-09-12,P-1171,SVC6,EGRT,L-255,L-204,2025-09-13 19:52,2025-09-16 12:53,404.8,LB,25,90.69,GBP,DELIVERED
SH101033,2025-12-26,P-1036,SVC3,FNCH,L-217,L-229,2025-12-28 13:01,2025-12-29 13:46,375.2,KG,17,191.01,GBP,DELIVERED
SH101034,2026-04-22,P-1061,SVC4,GRYP,L-245,L-213,2026-04-24 09:25,2026-04-27 17:24,358.4,KG,2,174.93,GBP,DELIVERED
SH101035,2026-04-20,P-1047,SVC3,CDRX,L-235,L-203,2026-04-21 10:44,2026-04-23 09:53,329.4,LB,12,86.10,GBP,DELIVERED
SH101036,2025-04-17,P-1072,SVC1,CDRX,L-215,L-251,2025-04-17 18:19,2025-04-18 20:47,17.6,KG,9,50.19,EUR,DELIVERED
SH101037,2025-08-04,P-1108,SVC2,CDRX,L-238,L-250,2025-08-07 18:12,2025-08-09 19:16,958.3,LB,7,328.50,GBP,DELIVERED
SH101038,2026-05-04,P-1218,SVC2,CDRX,L-204,L-259,2026-05-06 10:15,,893.3,KG,7,625.65,GBP,IN_TRANSIT
SH101039,2025-06-24,P-1089,SVC5,GRYP,L-207,L-234,2025-06-24 08:28,2025-07-03 10:21,232.6,KG,17,116.30,GBP,DELIVERED
SH101040,2025-01-18,P-1049,SVC3,GRYP,L-209,L-214,2025-01-18 06:50,2025-01-26 19:08,801.0,KG,13,361.03,GBP,DELIVERED
SH101041,2025-06-28,P-1133,SVC3,FNCH,L-232,L-234,2025-06-28 18:47,,1169.4,KG,21,516.16,GBP,IN_TRANSIT
SH101042,2025-04-20,P-1191,SVC4,EGRT,L-204,L-214,2025-04-23 14:23,2025-05-01 14:03,5.3,LB,10,20.57,GBP,DELIVERED
SH101043,2025-11-20,P-1171,SVC2,EGRT,L-231,L-209,2025-11-22 21:00,2025-11-24 07:59,9.2,LB,15,43.49,GBP,DELIVERED
SH101044,2025-03-28,P-1185,SVC1,ARRW,L-238,L-236,2025-03-31 13:09,,1065.7,KG,7,736.40,GBP,IN_TRANSIT
SH101045,2025-06-12,P-1059,SVC3,FNCH,L-240,L-226,2025-06-15 08:07,2025-06-18 14:02,1102.6,LB,18,229.65,GBP,DELIVERED
SH101046,2025-03-09,P-1137,SVC5,CDRX,L-233,L-224,2025-03-12 19:00,2025-03-13 13:16,614.2,LB,24,154.40,GBP,DELIVERED
SH101047,2025-05-10,P-1136,SVC6,GRYP,L-232,L-201,2025-05-10 09:01,2025-05-14 10:14,743.3,KG,5,354.07,GBP,DELIVERED
SH101048,2025-11-11,P-1176,SVC4,GRYP,L-207,L-242,2025-11-13 12:35,,661.5,KG,4,299.15,GBP,IN_TRANSIT
SH101049,2025-09-17,P-1005,SVC4,ARRW,L-217,L-203,2025-09-19 18:39,2025-09-30 07:43,511.7,KG,23,239.92,EUR,DELIVERED
SH101050,2025-04-26,P-1125,SVC4,ARRW,L-241,L-227,,,737.1,KG,8,343.87,EUR,CANCELLED
SH101051,2025-09-07,P-1096,SVC3,ARRW,L-259,L-257,,,1138.9,LB,17,232.84,GBP,CANCELLED
SH101052,2026-03-16,P-1003,SVC1,FNCH,L-247,L-259,,,664.7,KG,25,483.31,GBP,CANCELLED
SH101053,2025-03-03,P-1117,SVC4,EGRT,L-208,L-221,2025-03-04 16:59,2025-03-14 18:00,708.0,LB,26,175.15,GBP,DELIVERED
SH101054,2026-04-03,P-1099,SVC4,CDRX,L-213,L-238,2026-04-05 16:50,2026-04-12 14:13,1337.6,KG,2,593.19,GBP,DELIVERED
SH101055,2025-07-15,P-1168,SVC2,FNCH,L-247,L-245,2025-07-16 20:48,2025-07-17 16:10,1017.9,KG,24,705.05,GBP,DELIVERED
SH101056,2025-07-09,P-1228,SVC6,BLTC,L-236,L-240,2025-07-09 12:47,,740.8,KG,8,331.27,GBP,IN_TRANSIT
SH101057,2025-11-04,P-1218,SVC1,FNCH,L-245,L-217,2025-11-07 20:40,2025-11-08 09:42,1333.6,LB,4,441.48,GBP,DELIVERED
SH101058,2025-08-14,P-1061,SVC4,EGRT,L-212,L-205,2025-08-16 17:46,2025-08-21 18:31,1008.5,KG,7,453.92,GBP,DELIVERED
SH101059,2025-08-07,P-1061,SVC3,EGRT,L-234,L-202,2025-08-09 11:24,2025-08-12 15:25,405.6,LB,16,91.97,GBP,DELIVERED
SH101060,2025-01-04,P-1040,SVC1,DNUB,L-254,L-252,2025-01-07 18:50,,610.6,KG,13,447.93,EUR,IN_TRANSIT
SH101061,2025-02-18,P-1105,SVC5,BLTC,L-230,L-232,2025-02-19 07:34,2025-02-25 13:46,734.0,KG,10,346.25,GBP,DELIVERED
SH101062,2025-03-26,P-1172,SVC4,ARRW,L-232,L-246,2025-03-28 09:16,2025-03-29 11:35,330.7,KG,6,172.77,GBP,DELIVERED
SH101063,2026-02-25,P-1226,SVC2,ARRW,L-207,L-228,2026-02-25 13:47,2026-03-03 16:56,977.9,KG,25,700.00,GBP,DELIVERED
SH101064,2025-07-24,P-1174,SVC3,EGRT,L-250,L-224,2025-07-27 08:33,2025-08-03 17:58,920.9,KG,1,404.94,GBP,DELIVERED
SH101065,2025-12-28,P-1015,SVC6,EGRT,L-219,L-233,2025-12-30 15:15,2025-12-31 15:29,541.2,KG,17,267.77,EUR,DELIVERED
SH101066,2025-10-17,P-1228,SVC3,EGRT,L-247,L-229,2025-10-19 10:03,,206.9,KG,14,104.89,GBP,IN_TRANSIT
SH101067,2026-05-15,P-1083,SVC5,DNUB,L-212,L-225,2026-05-16 10:36,2026-05-23 18:18,896.4,KG,19,409.12,GBP,DELIVERED
SH101068,2025-11-10,P-1158,SVC1,FNCH,L-207,L-208,2025-11-12 08:53,2025-11-13 12:14,1318.9,LB,21,415.77,GBP,DELIVERED
SH101069,2026-03-11,P-1116,SVC6,BLTC,L-250,L-212,2026-03-12 09:54,2026-03-13 10:12,250.8,KG,10,135.34,GBP,DELIVERED
SH101070,2025-10-13,P-1205,SVC3,CDRX,L-244,L-208,2025-10-14 16:55,2025-10-19 18:31,895.4,KG,3,416.76,GBP,DELIVERED
SH101071,2025-03-01,P-1160,SVC3,FNCH,L-248,L-234,2025-03-03 21:36,2025-03-07 15:37,547.7,KG,18,244.99,GBP,DELIVERED
SH101072,2026-01-20,P-1209,SVC3,GRYP,L-250,L-259,2026-01-21 13:35,2026-01-22 09:28,266.9,KG,15,140.02,GBP,DELIVERED
SH101073,2025-09-13,P-1085,SVC2,DNUB,L-222,L-226,2025-09-14 09:08,2025-09-15 06:00,639.8,KG,13,465.49,GBP,DELIVERED
SH101074,2025-01-05,P-1224,SVC4,CDRX,L-221,L-238,2025-01-08 07:47,2025-01-19 21:46,1312.5,LB,15,276.36,GBP,DELIVERED
SH101075,2026-02-14,P-1181,SVC5,DNUB,L-214,L-220,2026-02-15 11:07,2026-02-16 07:48,6.9,KG,15,31.00,GBP,DELIVERED
SH101076,2026-03-13,P-1040,SVC6,ARRW,L-253,L-215,2026-03-14 20:55,2026-03-21 15:31,1259.7,KG,13,563.89,GBP,DELIVERED
SH101077,2026-04-11,P-1240,SVC4,BLTC,L-247,L-204,2026-04-14 19:43,,1256.9,KG,11,546.92,GBP,IN_TRANSIT
SH101078,2025-10-04,P-1152,SVC2,GRYP,L-231,L-240,2025-10-07 17:21,2025-10-09 11:31,13.1,KG,22,41.99,GBP,DELIVERED
SH101079,2025-06-17,P-1006,SVC5,DNUB,L-202,L-234,2025-06-17 09:47,2025-06-27 21:36,127.1,LB,10,44.35,GBP,DELIVERED
SH101080,2025-04-20,P-1175,SVC4,FNCH,L-232,L-208,2025-04-21 19:24,2025-04-27 21:57,1267.6,KG,2,565.38,GBP,DELIVERED
SH101081,2026-04-12,P-1192,SVC3,FNCH,L-255,L-205,2026-04-14 11:20,2026-04-17 21:34,1341.9,LB,16,295.88,GBP,DELIVERED
SH101082,2025-09-07,P-1104,SVC2,FNCH,L-206,L-240,2025-09-07 08:53,,358.7,KG,2,270.28,GBP,IN_TRANSIT
SH101083,2025-11-05,P-1128,SVC2,ARRW,L-243,L-236,2025-11-06 11:10,2025-11-07 13:51,218.1,KG,26,168.18,GBP,DELIVERED
SH101084,2026-02-17,P-1105,SVC3,CDRX,L-248,L-246,2026-02-20 18:32,2026-02-22 08:13,859.2,LB,19,190.60,GBP,DELIVERED
SH101085,2026-05-03,P-1233,SVC2,FNCH,L-239,L-233,2026-05-06 18:22,2026-05-08 06:24,1256.6,KG,3,860.41,GBP,DELIVERED
SH101086,2025-06-20,P-1082,SVC1,BLTC,L-247,L-226,2025-06-21 16:47,2025-06-22 06:47,910.5,KG,11,629.71,GBP,DELIVERED
SH101087,2025-06-23,P-1095,SVC2,CDRX,L-252,L-203,2025-06-26 16:29,2025-06-27 06:53,1217.8,KG,2,852.16,GBP,DELIVERED
SH101088,2026-01-29,P-1227,SVC3,ARRW,L-215,L-226,2026-01-31 09:08,2026-02-02 17:00,861.8,LB,18,187.11,GBP,DELIVERED
SH101089,2026-04-19,P-1036,SVC5,CDRX,L-234,L-235,2026-04-20 16:48,2026-04-30 14:16,510.2,KG,11,251.19,GBP,DELIVERED
SH101090,2025-05-02,P-1100,SVC5,ARRW,L-218,L-258,2025-05-05 06:41,2025-05-09 18:26,1179.3,KG,18,511.06,EUR,DELIVERED
SH101091,2025-04-28,P-1091,SVC4,CDRX,L-212,L-225,2025-04-29 15:36,2025-05-03 19:16,380.7,KG,8,192.84,GBP,DELIVERED
SH101092,2025-02-17,P-1043,SVC1,FNCH,L-233,L-225,2025-02-18 06:56,2025-02-19 20:32,272.8,KG,3,206.62,EUR,DELIVERED
SH101093,2025-05-01,P-1106,SVC3,BLTC,L-254,L-245,2025-05-01 14:43,2025-05-04 21:37,395.7,KG,11,195.56,GBP,DELIVERED
SH101094,2025-06-12,P-1043,SVC4,DNUB,L-208,L-236,2025-06-15 19:50,2025-06-16 18:01,798.6,LB,18,192.60,GBP,DELIVERED
SH101095,2026-04-07,P-1099,SVC3,DNUB,L-202,L-254,2026-04-09 17:57,2026-04-12 11:21,1149.5,KG,20,504.18,GBP,DELIVERED
SH101096,2026-02-02,P-1096,SVC6,FNCH,L-214,L-216,2026-02-03 17:04,2026-02-04 17:04,95.3,KG,9,57.06,GBP,DELIVERED
SH101097,2026-04-07,P-1014,SVC4,GRYP,L-251,L-239,2026-04-07 06:32,,81.6,KG,4,69.48,GBP,IN_TRANSIT
SH101098,2025-07-07,P-1216,SVC1,DNUB,L-216,L-234,2025-07-09 16:23,2025-07-10 07:30,362.6,KG,24,269.10,GBP,DELIVERED
SH101099,2026-04-19,P-1223,SVC2,ARRW,L-240,L-227,2026-04-20 16:23,2026-04-22 13:58,360.6,LB,24,145.94,GBP,DELIVERED
SH101100,2026-01-02,P-1134,SVC5,ARRW,L-235,L-253,2026-01-05 12:12,2026-01-08 10:53,541.5,LB,10,131.26,GBP,DELIVERED
SH101101,2025-04-12,P-1154,SVC4,DNUB,L-216,L-244,2025-04-14 21:07,2025-04-15 16:38,725.3,KG,18,321.86,GBP,DELIVERED
SH101102,2025-12-20,P-1109,SVC4,CDRX,L-257,L-249,2025-12-20 15:42,2025-12-24 12:34,904.4,KG,20,398.68,EUR,DELIVERED
SH101103,2026-01-18,P-1127,SVC4,FNCH,L-205,L-242,2026-01-20 17:44,2026-01-27 17:05,1036.5,KG,3,458.98,GBP,DELIVERED
SH101104,2025-04-14,P-1094,SVC4,ARRW,L-212,L-235,2025-04-16 11:23,2025-04-28 14:57,689.4,KG,13,310.49,GBP,DELIVERED
SH101105,2025-08-11,P-1207,SVC4,CDRX,L-215,L-232,2025-08-13 11:53,,578.9,LB,25,129.06,EUR,IN_TRANSIT
SH101106,2025-02-06,P-1070,SVC1,BLTC,L-234,L-242,2025-02-07 11:41,2025-02-08 21:33,606.5,LB,10,205.77,GBP,DELIVERED
SH101107,2025-01-05,P-1212,SVC4,CDRX,L-246,L-231,2025-01-05 19:49,2025-01-12 19:55,282.2,KG,22,149.58,GBP,DELIVERED
SH101108,2025-07-09,P-1158,SVC3,GRYP,L-254,L-239,2025-07-09 18:19,2025-07-13 10:51,277.4,KG,21,135.05,EUR,DELIVERED
SH101109,2025-08-08,P-1109,SVC3,FNCH,L-245,L-211,2025-08-09 19:27,2025-08-13 16:18,818.1,LB,11,191.10,GBP,DELIVERED
SH101110,2026-04-02,P-1180,SVC1,DNUB,L-206,L-219,2026-04-02 14:05,2026-04-03 11:25,1033.9,KG,12,737.04,GBP,DELIVERED
SH101111,2026-04-24,P-1160,SVC1,BLTC,L-249,L-245,2026-04-24 11:22,2026-04-25 07:31,577.7,KG,12,411.14,GBP,DELIVERED
SH101112,2025-12-14,P-1198,SVC1,ARRW,L-259,L-228,2025-12-15 08:13,2025-12-16 14:59,1255.5,KG,25,865.97,GBP,DELIVERED
SH101113,2026-05-04,P-1037,SVC4,GRYP,L-213,L-219,2026-05-07 16:10,2026-05-18 20:39,502.9,KG,1,236.64,GBP,DELIVERED
SH101114,2025-10-06,P-1084,SVC4,ARRW,L-206,L-208,2025-10-08 19:47,2025-10-13 20:35,658.3,LB,24,157.20,GBP,DELIVERED
SH101115,2025-11-18,P-1236,SVC6,CDRX,L-253,L-236,2025-11-20 18:47,2025-11-23 12:59,187.2,KG,6,93.03,GBP,DELIVERED
SH101116,2025-01-24,P-1180,SVC3,GRYP,L-243,L-225,2025-01-25 12:13,2025-01-26 20:24,916.4,KG,19,407.75,EUR,DELIVERED
SH101117,2025-08-24,P-1010,SVC3,GRYP,L-211,L-208,2025-08-24 09:39,2025-08-27 19:19,482.3,KG,22,217.77,GBP,DELIVERED
SH101118,2025-08-30,P-1213,SVC2,DNUB,L-206,L-232,2025-08-30 14:57,2025-09-06 18:56,544.8,LB,15,193.45,GBP,DELIVERED
SH101119,2025-10-05,P-1015,SVC5,CDRX,L-254,L-215,,,1256.8,KG,21,570.83,GBP,CANCELLED
SH101120,2025-03-09,P-1240,SVC3,GRYP,L-225,L-250,2025-03-12 14:54,2025-03-13 06:35,207.0,LB,3,80.64,GBP,DELIVERED
SH101121,2025-10-16,P-1028,SVC3,CDRX,L-244,L-213,,,1288.8,LB,22,274.60,GBP,BOOKED
SH101122,2026-01-14,P-1150,SVC3,FNCH,L-209,L-230,2026-01-15 16:37,2026-01-19 08:37,240.7,KG,5,121.28,EUR,DELIVERED
SH101123,2026-01-25,P-1145,SVC3,CDRX,L-228,L-255,2026-01-25 16:06,2026-01-27 19:24,527.1,KG,8,242.49,GBP,DELIVERED
SH101124,2025-04-29,P-1117,SVC3,EGRT,L-255,L-210,2025-04-30 10:40,2025-05-03 18:48,412.8,KG,24,195.98,GBP,DELIVERED
SH101125,2025-03-22,P-1060,SVC2,BLTC,L-224,L-221,2025-03-22 20:28,2025-03-26 12:04,820.0,LB,26,266.95,GBP,DELIVERED
SH101126,2026-04-20,P-1183,SVC5,CDRX,L-222,L-250,2026-04-23 11:22,2026-04-25 18:06,845.1,LB,11,187.79,GBP,DELIVERED
SH101127,2025-05-03,P-1013,SVC1,GRYP,L-236,L-259,,,875.0,KG,8,602.97,GBP,BOOKED
SH101128,2025-11-23,P-1025,SVC3,ARRW,L-227,L-204,2025-11-26 14:41,2025-11-29 13:20,1092.6,KG,15,494.00,GBP,DELIVERED
SH101129,2025-07-15,P-1213,SVC1,EGRT,L-241,L-250,2025-07-18 06:14,2025-07-21 18:44,1183.4,LB,25,400.06,GBP,DELIVERED
SH101130,2025-07-13,P-1181,SVC3,BLTC,L-244,L-201,2025-07-15 17:26,2025-07-19 15:38,473.0,LB,4,127.06,GBP,DELIVERED
SH101131,2025-04-27,P-1180,SVC3,DNUB,L-219,L-235,2025-04-30 10:52,2025-05-03 10:52,1096.8,KG,9,484.32,GBP,DELIVERED
SH101132,2025-06-04,P-1236,SVC3,EGRT,L-216,L-258,2025-06-06 12:52,2025-06-08 18:40,854.5,KG,11,392.41,GBP,DELIVERED
SH101133,2026-03-21,P-1128,SVC5,GRYP,L-256,L-239,2026-03-24 17:51,2026-03-29 15:19,1331.1,LB,9,292.94,GBP,DELIVERED
SH101134,2025-11-25,P-1071,SVC1,EGRT,L-225,L-244,2025-11-25 12:09,2025-11-26 12:04,888.1,KG,25,629.85,GBP,DELIVERED
SH101135,2025-09-19,P-1235,SVC6,CDRX,L-232,L-238,2025-09-21 08:35,2025-09-24 20:44,1179.7,LB,16,250.09,GBP,DELIVERED
